CONFIGURATION:
experiment file = experiments/parent_child_invariance_testing.py
git branch = main
git commit hash = 6a88ef0c1b72cfb62fd7eeddc4d7ce3bd1faea6f
uncommitted changes = True
seed = 42
engine_config_name = local_400_nodes.ini
data_config_name = parent_child_experiment_middlegames_most_important_fens.ini
num_positions = 1000
network_path = T807785-b124efddc27559564d6464ba3d213a8279b7bd35b1cbfcf9c842ae8053721207
queue_max_size = 100000
num_engine_workers = 2
result_subdir = 

parent_fen,child_fen,move,parent_score,child_score
8/5r2/4b1kp/p2p2p1/3B2Pn/r1P2PN1/5R1K/5R2 b - - 4 48,8/5r2/4b1kp/3p2p1/p2B2Pn/r1P2PN1/5R1K/5R2 w - - 0 49,a5a4,0.00552,0.19207
r6r/1ppk1ppp/1p1p1b2/2nP4/8/2P2N2/PP1N1PPP/R3RK2 w - - 0 20,r6r/1ppk1ppp/1p1p1b2/2nP4/2N5/2P2N2/PP3PPP/R3RK2 b - - 1 20,d2c4,-0.43426,0.63159
rnbq1rk1/pp1n1p1p/6pQ/4P3/2Pp4/P2B4/5NPP/R1B1K2R w KQ - 0 16,rnbq1rk1/pp1n1p1p/6pQ/4P3/2PpB3/P7/5NPP/R1B1K2R b KQ - 1 16,d3e4,0.35921,-0.16196
6k1/p2p2p1/1pb3q1/5p1p/5Pr1/2B5/PPP1QRnP/5B1K w - - 0 31,6k1/p2p2p1/1pb3q1/5p1p/5Pr1/2B5/PPP1QRBP/7K b - - 0 31,f1g2,0.11674,0.08036
1r5k/6pp/pr3b2/2pB4/q1PnRp2/2BQ1P2/PP3P1P/2K1R3 w - - 0 29,1r5k/6pp/pr3b2/2pB4/q1PnRp1P/2BQ1P2/PP3P2/2K1R3 b - - 0 29,h2h4,0.64793,-0.45126
4r1k1/p2b1ppp/2p4q/b2p4/3Nr3/2P2QB1/PP3PPP/R4RK1 w - - 2 19,4r1k1/p2b1ppp/2p4q/b2p4/P2Nr3/2P2QB1/1P3PPP/R4RK1 b - - 0 19,a2a4,-0.23636,0.433
3r2k1/1p4p1/2n1p2p/p3P3/2P1Qp2/q2B1P2/5P1P/3R2K1 b - - 0 25,3r2k1/1p4p1/2n1p2p/p3P3/2P1Qp2/1q1B1P2/5P1P/3R2K1 w - - 1 26,a3b3,0.69749,-0.50091
2r3k1/pppn1p1p/5q2/2PP1b2/P2PrBp1/1B6/1P1Q2P1/2R2NK1 w - - 3 23,2r3k1/pppn1p1p/5q2/2PP1b2/P2PrBp1/1B6/1P1Q2P1/3R1NK1 b - - 4 23,c1d1,0.00522,0.19104
4rrk1/2n1b1p1/1pp1qp2/p4Rp1/3PN1Q1/1PP4P/1P4P1/2B2RK1 w - - 2 27,4rrk1/2n1b1p1/1pp1qp2/p4Rp1/3PN1Q1/1PP4P/1P4P1/2B1R1K1 b - - 3 27,f1e1,-0.03674,0.23273
5rk1/p5pp/2p5/5Pn1/1P4P1/1q6/1B2R2P/4Q1K1 w - - 1 38,5rk1/p5pp/2p5/5Pn1/1P4P1/1qQ5/1B2R2P/6K1 b - - 2 38,e1c3,-0.03713,0.23304
3r3k/p6p/2Rb2p1/7n/3q4/3B1R1Q/PP4P1/7K w - - 0 28,3r3k/p6p/3b2p1/7n/2Rq4/3B1R1Q/PP4P1/7K b - - 1 28,c6c4,0.37586,-0.17999
B3kb2/2p2pp1/p2p3r/1p2P2p/5pn1/3P1N1q/PPPN1P2/R3QRK1 b - - 0 22,B3kb2/2p2pp1/p6r/1p1pP2p/5pn1/3P1N1q/PPPN1P2/R3QRK1 w - - 0 23,d6d5,-0.23024,0.42583
6k1/1p3p2/2p3r1/P1Pq1p1p/1P1brP2/3Q1R1P/2R1p1P1/4B2K w - - 0 42,6k1/1p3p2/P1p3r1/2Pq1p1p/1P1brP2/3Q1R1P/2R1p1P1/4B2K b - - 0 42,a5a6,-0.47153,0.66706
2r1k2r/p3pp1p/p2q3n/3P4/N1p1PPpP/4Qn2/1P2BP2/2R2K1R w k - 5 22,2r1k2r/p3pp1p/p2q3n/3P1P2/N1p1P1pP/4Qn2/1P2BP2/2R2K1R b k - 0 22,f4f5,0.4925,-0.29699
r5k1/pB4pp/3P4/4bq2/1Pp2B2/6P1/7P/3Q3K b - - 0 24,5rk1/pB4pp/3P4/4bq2/1Pp2B2/6P1/7P/3Q3K w - - 1 25,a8f8,0.08365,-0.27902
2rr2k1/5p1p/bq2p1p1/npb1P1N1/4Q3/8/BB3NPP/R4RK1 b - - 1 24,2rr2k1/5p1p/bq2p1p1/np2P1N1/4Q3/8/BB3bPP/R4RK1 w - - 0 25,c5f2,-0.3442,0.53951
Q7/3rnk2/3q1p1p/1pR1p1pP/3pP1P1/1r1P1P2/6N1/2R3K1 w - - 2 47,Q7/3rnk2/2Rq1p1p/1p2p1pP/3pP1P1/1r1P1P2/6N1/2R3K1 b - - 3 47,c5c6,-0.13942,0.33455
3r1bk1/ppq3pp/2p5/2P2Q1B/8/1P4P1/P6P/5RK1 w - - 2 24,3r1bk1/ppq2Bpp/2p5/2P2Q2/8/1P4P1/P6P/5RK1 b - - 3 24,h5f7,0.67242,-0.86738
1r4k1/2p2ppp/5q2/2P5/p2R4/1rP2P2/4NQPP/K6R w - - 3 25,1r4k1/2p2ppp/5q2/2P5/p2R4/1rP2P2/5QPP/K1N4R b - - 4 25,e2c1,-0.46597,0.66076
2b3r1/4k2p/4p3/2p2p1q/P1P1p3/4Pnb1/1P2B1RP/R1B1Q2K w - - 0 26,2b3r1/4k2p/4p3/2p2p1q/P1P1p3/4PBb1/1P4RP/R1B1Q2K b - - 0 26,e2f3,-0.72495,0.91968
4r3/2p3rk/p1q1pRpp/3pP3/3R2P1/2P2Q2/5P1P/6K1 b - - 9 33,4r3/2p3rk/2q1pRpp/p2pP3/3R2P1/2P2Q2/5P1P/6K1 w - - 0 34,a6a5,-0.28616,0.48085
3rrnk1/p1p2ppp/1pq1p3/8/3P1P2/2PBPPPR/P3Q1K1/2R5 b - - 0 21,3rrnk1/p1p2ppp/1p1qp3/8/3P1P2/2PBPPPR/P3Q1K1/2R5 w - - 1 22,c6d6,-0.44424,0.63888
r2r2k1/pp3p1p/2p1q1p1/P2nP3/2Q2P2/2P5/5BPP/R2R2K1 w - - 3 25,r2r2k1/pp3p1p/2p1q1p1/P2nP3/2Q2P1B/2P5/6PP/R2R2K1 b - - 4 25,f2h4,0.2562,-0.06219
6rk/pp4qp/2p1p3/2PpPp2/1P1P1Nn1/P2Q1Pr1/4K1P1/4R1R1 w - - 8 30,6rk/pp4qp/2p1p3/2PpPp1N/1P1P2n1/P2Q1Pr1/4K1P1/4R1R1 b - - 9 30,f4h5,0.29975,-0.49363
7k/p2q2bp/6p1/5pN1/2rp3P/5QP1/P1P2PK1/4R3 w - - 0 32,7k/p2q2bp/6p1/5pN1/2rp3P/1Q4P1/P1P2PK1/4R3 b - - 1 32,f3b3,0.66663,-0.47301
2r2k2/4rpp1/1p2nR1p/1qppP2Q/p2P2R1/P5P1/1P1B2KP/8 w - - 8 34,2r2k2/4rpR1/1p2nR1p/1qppP2Q/p2P4/P5P1/1P1B2KP/8 b - - 0 34,g4g7,0.07466,0.11865
r4rk1/pp4pp/2p1p3/2npPp2/1B3Pb1/1P2P3/P1RN3P/R4qK1 w - - 0 23,r4rk1/pp4pp/2p1p3/2npPp2/1B3Pb1/1P2P3/P1RN3P/R4K2 b - - 0 23,g1f1,-0.0271,0.22038
2q4r/1k3pp1/5n1p/Q1P5/3N3P/n5P1/P4P2/2K2R2 b - - 0 30,q6r/1k3pp1/5n1p/Q1P5/3N3P/n5P1/P4P2/2K2R2 w - - 1 31,c8a8,-0.77157,0.96477
r1b1k2r/p3b1pp/4pp2/P1pp4/2nB1q2/1BP5/1P1N1PPP/R2QR1K1 w kq - 1 17,r1b1k2r/p3b1pp/4pp2/P1pp4/2BB1q2/2P5/1P1N1PPP/R2QR1K1 b kq - 0 17,b3c4,0.3253,-0.51838
3r1rk1/1ppbqpp1/p1n2n1p/3pp3/B3P3/2PP1P1P/PP4PN/R1B1QRK1 b - - 2 15,3r1rk1/1ppbqpp1/p1n2n1p/4p3/B3p3/2PP1P1P/PP4PN/R1B1QRK1 w - - 0 16,d5e4,0.08955,0.10351
1r3r2/p2bppbk/q2p2pp/1n1P4/1n2PPP1/4B2P/P2QN1B1/2RN1RK1 w - - 1 22,1r3r2/p2bppbk/q2p2pp/1n1P1P2/1n2P1P1/4B2P/P2QN1B1/2RN1RK1 b - - 0 22,f4f5,-0.16313,0.35608
r3r1k1/p4p1p/2p3p1/2bp4/6q1/2P5/PPQB1PP1/4RRK1 b - - 3 19,r5k1/p4p1p/2p3p1/2bp4/6q1/2P5/PPQBrPP1/4RRK1 w - - 4 20,e8e2,0.65902,-0.46612
r1bqr1k1/pp2b2p/2p3p1/2NpNn2/1P1PpP2/4P3/P1Q2BPP/4RR1K b - - 2 22,r1bqr1k1/p3b2p/1pp3p1/2NpNn2/1P1PpP2/4P3/P1Q2BPP/4RR1K w - - 0 23,b7b6,0.0247,0.16762
2r3k1/pp3ppp/1Bb1p3/5P1q/1PB5/P4P2/4Q1Pr/1NR1R1K1 b - - 1 25,2r3k1/1p3ppp/1pb1p3/5P1q/1PB5/P4P2/4Q1Pr/1NR1R1K1 w - - 0 26,a7b6,-0.2495,0.05719
1r3q1k/p1n1bp1p/5p2/2pp1P1Q/8/2P3R1/P1P3PP/5RK1 w - - 4 29,1r3q1k/p1n1bp1p/5p2/2pp1P1Q/5R2/2P3R1/P1P3PP/6K1 b - - 5 29,f1f4,-0.24696,0.439
4b1k1/5ppp/3rp3/pPQ3P1/P4q2/8/6BP/2R4K b - - 5 36,4b1k1/5pp1/3rp2p/pPQ3P1/P4q2/8/6BP/2R4K w - - 0 37,h7h6,-0.31992,0.51208
r1bq1rk1/2pnn1pp/p2b1p2/1p2p3/4P3/2P1BNN1/PPB2PPP/R2QR1K1 b - - 1 15,r1bq1rk1/2pnn1pp/p4p2/1pb1p3/4P3/2P1BNN1/PPB2PPP/R2QR1K1 w - - 2 16,d6c5,-0.25787,0.44973
2kr4/ppb2pp1/2n4p/4nP2/4P1P1/2R3BP/qPB1Q3/2K2N2 b - - 6 29,1k1r4/ppb2pp1/2n4p/4nP2/4P1P1/2R3BP/qPB1Q3/2K2N2 w - - 7 30,c8b8,0.49495,-0.30326
3r1rk1/ppq1b1pp/2p1p1b1/2P2p2/1P1P2n1/2N1PN2/P1QB2PP/3RR1K1 w - - 21 27,3r1rk1/ppq1b1pp/2p1p1b1/2P2p2/1P1P2n1/2N1PN1P/P1QB2P1/3RR1K1 b - - 0 27,h2h3,-0.02876,0.21969
2k5/1nq5/Bp1r4/p1pPp1pp/b3Pr2/2P1QP2/1R5P/1R4BK b - - 4 40,2k5/1nq5/Bp1r4/p1pPp2p/b3Prp1/2P1QP2/1R5P/1R4BK w - - 0 41,g5g4,-0.30801,0.49893
4rrk1/ppp2ppn/3q3p/3P4/1PPPp1b1/8/P1Q2PPP/RNB2RK1 w - - 1 16,4rrk1/ppp2ppn/3q3p/3P4/1PPPp1b1/7P/P1Q2PP1/RNB2RK1 b - - 0 16,h2h3,-0.06618,0.25684
1r2bk1r/5pR1/1np1pN1p/p3Pq2/8/1Pp2PQ1/P1P3P1/K2R4 w - - 3 28,1r2bk1r/5pR1/1np1pN1p/p3Pq2/8/1PpR1PQ1/P1P3P1/K7 b - - 4 28,d1d3,-0.46236,0.65285
r2rn1k1/pp1qbpp1/2n1p1p1/2Pp4/3P1B2/1Q3N1P/PP1N1PP1/2R1R1K1 w - - 3 17,r2rn1k1/pp1qbpp1/2n1p1p1/2PpN3/3P1B2/1Q5P/PP1N1PP1/2R1R1K1 b - - 4 17,f3e5,0.23347,-0.04338
5r1k/6qp/1p6/2n3NQ/p3P3/P2p2P1/1P5P/4R1K1 b - - 3 44,5r1k/6qp/1p6/2n3NQ/p3P3/P5P1/1P1p3P/4R1K1 w - - 0 45,d3d2,0.13842,-0.32891
r6r/1pp2k2/p1p2q1p/5p2/5P2/7Q/PP4PP/R4RK1 w - - 2 22,r6r/1pp2k2/p1p2q1p/5p2/5P2/7Q/PP4PP/3R1RK1 b - - 3 22,a1d1,0.30023,-0.11021
r1b3k1/pp1n1q1p/2p4r/3p1pp1/3Pn3/2NBP1P1/PPQ2PKP/4RRN1 w - - 4 16,r1b3k1/pp1n1q1p/2p4r/3p1pp1/3Pn3/2NBPPP1/PPQ3KP/4RRN1 b - - 0 16,f2f3,0.10653,0.08334
r4rk1/Pp4p1/1Qpnp2p/3p2q1/R3P3/2P2P2/1P1N2PP/3R2K1 w - - 0 23,r4rk1/Pp4p1/2pnp2p/3p2q1/R3P3/2P2P2/1P1N1QPP/3R2K1 b - - 1 23,b6f2,0.52561,-0.33601
3r2k1/q5p1/2P1p2p/4P3/1P2Q3/B5RP/6PK/r7 w - - 1 47,3r2k1/q5p1/2P1p2p/4P3/1P6/B3Q1RP/6PK/r7 b - - 2 47,e4e3,-0.36978,0.55924
k2r1q2/1p4R1/p1bpBN2/n1p1p1Q1/8/2PP4/1P3P2/2K5 w - - 0 39,k2r1q2/1p4R1/p1bpBN2/n1p1p1Q1/1P6/2PP4/5P2/2K5 b - - 0 39,b2b4,0.28512,-0.0957
3q1rk1/4b1pp/p1rpb3/1p3p2/1P1QPB2/4N3/P4PPP/R3R1K1 w - - 1 23,3q1rk1/4b1pp/p1rpb3/1p3p2/1P1QPB2/4N3/P4PPP/3RR1K1 b - - 2 23,a1d1,0.24126,-0.05186
r1n1k2r/1q1p1npp/pp2pp2/8/1bN1P3/2N1B1P1/PP1RQPKP/3R4 b kq - 7 21,r1n1k2r/1q1p1npp/p3pp2/1p6/1bN1P3/2N1B1P1/PP1RQPKP/3R4 w kq - 0 22,b6b5,0.09457,-0.28344
1r4k1/R4p2/1p1p2pb/1PpPp1q1/2N1P2p/2PK1P1P/6P1/Q7 w - - 28 66,1r4k1/R4p2/1p1p2pb/1PpPp1q1/2N1P2p/2PK1P1P/6P1/5Q2 b - - 29 66,a1f1,0.61906,-0.42987
1r4k1/1q1n2p1/2n1p2p/1p1pP2P/1P1P2P1/N2Q4/3B3K/2R5 w - - 1 33,1r4k1/1q1n2p1/2n1p2p/1N1pP2P/1P1P2P1/3Q4/3B3K/2R5 b - - 0 33,a3b5,0.21942,-0.0307
1rb1k2r/3q1ppp/2p1n3/1p1pP3/1b6/1BN1BQ2/1PP2PPP/R3R1K1 w k - 5 20,1rb1k2r/3q1ppp/2p1n3/1p1pP3/1b4Q1/1BN1B3/1PP2PPP/R3R1K1 b k - 6 20,f3g4,0.09745,0.09114
2k3rr/4bp1p/p3p3/nb6/2pP4/1pN1BB2/1P3PPP/2RR2K1 b - - 11 32,2kr3r/4bp1p/p3p3/nb6/2pP4/1pN1BB2/1P3PPP/2RR2K1 w - - 12 33,g8d8,0.01022,0.17835
6rk/1p4q1/2p5/1p3nrp/3PBNb1/P1P5/1P3Q1R/4R2K b - - 3 40,6rk/1p4q1/2pn4/1p4rp/3PBNb1/P1P5/1P3Q1R/4R2K w - - 4 41,f5d6,0.22533,-0.41379
2b3r1/p1k1bpN1/8/2ppPB2/8/4P1Q1/q5PP/5RK1 b - - 5 41,6r1/p1k1bpN1/b7/2ppPB2/8/4P1Q1/q5PP/5RK1 w - - 6 42,c8a6,-0.36761,0.55604
3R1Bk1/1p3p2/p1b1q2p/6pB/4p3/1P1nP3/P4PPP/2R3K1 w - - 1 27,3R2k1/1p3p2/p1b1q2p/2B3pB/4p3/1P1nP3/P4PPP/2R3K1 b - - 2 27,f8c5,0.22584,-0.03786
8/2p4k/p1ppq1p1/4r3/1PP1r2p/3QP2P/P1R2P1K/2R5 w - - 10 38,8/2p4k/p1ppq1p1/4r3/1PP1r2p/3QP2P/P1R2P1K/6R1 b - - 11 38,c1g1,-0.25504,0.4428
3r1rk1/ppq1b1pp/2p1p1b1/2P2p2/1P1P2n1/2N1PN2/P1QB2PP/3RR1K1 w - - 9 21,3r1rk1/ppq1b1pp/2p1p1b1/2P2p2/1P1P2n1/2N1PN1P/P1QB2P1/3RR1K1 b - - 0 21,h2h3,-0.03173,0.21969
r3r2k/p1p2pRp/8/1p2N3/n7/2P1BN2/qP2Q2P/2K5 w - - 1 22,r3r2k/p1p2p1p/8/1p2N3/n7/2P1BNR1/qP2Q2P/2K5 b - - 2 22,g7g3,0.31777,-0.13002
r3k2r/1p1n1pp1/pbq1p2p/4P3/1PP1b2B/5N2/P2QB1PP/3R1R1K w kq - 1 22,r3k2r/1p1n1pp1/pbq1p2p/4P3/1PP1b2B/5N2/P3B1PP/3RQR1K b kq - 2 22,d2e1,0.67517,-0.4875
4r1k1/5ppp/pq1p2n1/1p6/5PQP/1B2r1P1/PP1R1R2/6K1 b - - 6 25,4r1k1/5pp1/pq1p2n1/1p5p/5PQP/1B2r1P1/PP1R1R2/6K1 w - - 0 26,h7h5,0.31395,-0.1265
1r5r/p1kb4/Bpp2p1p/2Pp2q1/3P3p/5R2/P1P2PP1/KR2Q3 b - - 4 29,1r2r3/p1kb4/Bpp2p1p/2Pp2q1/3P3p/5R2/P1P2PP1/KR2Q3 w - - 5 30,h8e8,-0.21404,0.40147
6r1/1p3k1p/p4p2/2Qn4/5P2/P1Bq3P/1P4P1/4R1K1 w - - 1 28,6r1/1p3k1p/p4p2/2Qn4/5P2/P1Bq3P/1P4P1/4R2K b - - 2 28,g1h1,0.26667,-0.07975
2kr1b1r/ppp2ppp/1nn1p3/4Pq2/2PP1P2/2N5/PP1QBB1P/R3K2R w KQ - 1 15,2kr1b1r/ppp2ppp/1nn1p3/4Pq2/2PP1P2/2N5/PP1QBB1P/R3K1R1 b Q - 2 15,h1g1,0.23585,-0.04845
3r1rk1/ppq1b1pp/2p1p1b1/2P2p2/1P1P2n1/2N1PN2/P1QB2PP/3RR1K1 w - - 17 25,3r1rk1/ppq1b1pp/2p1p1b1/2P2p2/1P1P2n1/2N1PN1P/P1QB2P1/3RR1K1 b - - 0 25,h2h3,-0.03285,0.21969
1r3q1k/p1n1bp1p/5p2/2pp1P1Q/8/2P3R1/P1P3PP/5RK1 w - - 8 31,1r3q1k/p1n1bp1p/5p2/2pp1P1Q/5R2/2P3R1/P1P3PP/6K1 b - - 9 31,f1f4,-0.24629,0.43206
2rqb2k/pp2b2p/3npp2/3p1p2/3P1P1N/P1NBP1P1/1P2QKP1/7R b - - 8 23,2r1b2k/pp2b2p/1q1npp2/3p1p2/3P1P1N/P1NBP1P1/1P2QKP1/7R w - - 9 24,d8b6,0.0662,0.11946
5n1k/1p2qrr1/p1p1p1p1/P1PpP3/1P2pPP1/4P1B1/6R1/3Q1RK1 w - - 1 37,5n1k/1p2qrr1/p1p1p1p1/P1PpP3/1P2pPPB/4P3/6R1/3Q1RK1 b - - 2 37,g3h4,-0.03581,0.22141
2r3k1/6p1/3Q3p/p2pPp2/3R1P2/1P4K1/3R2PP/2r2q2 b - - 7 38,2r5/6pk/3Q3p/p2pPp2/3R1P2/1P4K1/3R2PP/2r2q2 w - - 8 39,g8h7,0.46408,-0.27874
5nrk/5q1p/5p2/1Pp1pP2/r1Pp2PQ/5PKR/3B4/7R w - - 2 44,5nrk/5q1p/1P3p2/2p1pP2/r1Pp2PQ/5PKR/3B4/7R b - - 0 44,b5b6,0.33074,-0.14545
2kr3r/pp3ppp/6b1/4Pq2/1PB3nP/P1BP2P1/R2PQbK1/5R2 b - - 2 22,2krr3/pp3ppp/6b1/4Pq2/1PB3nP/P1BP2P1/R2PQbK1/5R2 w - - 3 23,h8e8,0.26239,-0.07719
5rk1/ppp1rpp1/3b2Q1/3Bp3/6P1/2qP3P/P1P2P2/4RRK1 b - - 0 22,5rk1/ppp1rpp1/3b2Q1/3Bp3/6P1/3P3P/P1q2P2/4RRK1 w - - 0 23,c3c2,-0.05828,0.24339
r1b1r1k1/p5bp/2p3p1/3p1pN1/N2P2n1/3BP3/P1QBKPq1/1RR5 w - - 0 21,r1b1r1k1/p5bp/2Q3p1/3p1pN1/N2P2n1/3BP3/P2BKPq1/1RR5 b - - 0 21,c2c6,-0.54321,0.72814
1r3q1k/p1n1bp1p/5p2/2pp1P1Q/8/2P3R1/P1P3PP/5RK1 w - - 0 27,1r3q1k/p1n1bp1p/5p2/2pp1P1Q/5R2/2P3R1/P1P3PP/6K1 b - - 1 27,f1f4,-0.24727,0.43207
3rr1k1/pp3ppp/1b2q1n1/2p4B/Q7/2PP2B1/PP4PP/R4R1K b - - 1 21,4r1k1/pp3ppp/1b2q1n1/2p4B/Q7/2Pr2B1/PP4PP/R4R1K w - - 0 22,d8d3,-0.19359,0.37839
rn2qr2/5p1k/3p3B/1pbp4/p3P2Q/3p4/PPP3KP/5R2 w - - 1 22,rn2qr2/5p1k/3p3B/1pbp4/p3PR1Q/3p4/PPP3KP/8 b - - 2 22,f1f4,0.50349,-0.31871
2b2rk1/Q1p3bp/1p4p1/1Pp1pq1n/2P5/2N3PP/4NPB1/3R2K1 w - - 0 22,2b2rk1/2Q3bp/1p4p1/1Pp1pq1n/2P5/2N3PP/4NPB1/3R2K1 b - - 0 22,a7c7,0.20443,-0.0197
r2qr1k1/1p3p1p/2pp4/p1b2bp1/2PnB3/1PNQB1P1/P3PP1P/R4RK1 b - - 4 19,r2q2k1/1p3p1p/2pp4/p1b2bp1/2Pnr3/1PNQB1P1/P3PP1P/R4RK1 w - - 0 20,e8e4,-0.3146,0.49898
6qk/2rnpR1p/p1n3p1/1p1Qb1P1/8/2P1B2P/PP6/5RK1 b - - 0 29,6qk/2rnpRbp/p1n3p1/1p1Q2P1/8/2P1B2P/PP6/5RK1 w - - 1 30,e5g7,0.15692,-0.34121
8/2R2pp1/4b2k/r3p2p/P2nP3/2N3PP/2r2PB1/4R1K1 b - - 5 33,8/2R2p2/4b2k/r3p1pp/P2nP3/2N3PP/2r2PB1/4R1K1 w - - 0 34,g7g5,0.33817,-0.52232
r2q1k1r/p1pn1ppp/Q7/1Bpn4/5p2/7P/PPPP2P1/R1BKR3 w - - 9 16,r2q1k1r/p1pn1ppp/Q7/1Bpn4/5p2/3P3P/PPP3P1/R1BKR3 b - - 0 16,d2d3,0.5504,-0.36627
3n1rk1/1ppqrp1p/1p4p1/8/2BP1Q2/2P3RP/PP4P1/5RK1 w - - 0 20,3n1rk1/1ppqrp1p/1p4pQ/8/2BP4/2P3RP/PP4P1/5RK1 b - - 1 20,f4h6,0.5669,-0.38277
5r2/1ppk2p1/1pnpbr1p/1B6/5P2/5P2/PPPB2KP/R3R3 b - - 3 19,3k1r2/1pp3p1/1pnpbr1p/1B6/5P2/5P2/PPPB2KP/R3R3 w - - 4 20,d7d8,0.30093,-0.11695
5rk1/pp3ppp/8/1Q6/3Ppnq1/2R2bP1/PP3P1P/2R2BK1 b - - 2 27,5rk1/pp3pp1/8/1Q5p/3Ppnq1/2R2bP1/PP3P1P/2R2BK1 w - - 0 28,h7h5,-0.48735,0.67119
4rnk1/r4ppn/p2p1q2/2pP1P1Q/PpP4R/1P5P/2B3PB/1R4K1 w - - 1 34,4rnk1/r4ppn/p2p1q2/2pP1P1Q/PpP4R/1P5P/2B3PB/5RK1 b - - 2 34,b1f1,0.27637,-0.46011
r4n2/2k1b3/1pp1P3/5Q2/3q1PB1/8/PP3P2/1KR5 b - - 0 33,r4n2/2k5/1pp1Pb2/5Q2/3q1PB1/8/PP3P2/1KR5 w - - 1 34,e7f6,0.50224,-0.31855
1r5k/1b4pp/8/4prq1/1pBp4/5P2/RPP1Q1PP/5RK1 b - - 3 24,5r1k/1b4pp/8/4prq1/1pBp4/5P2/RPP1Q1PP/5RK1 w - - 4 25,b8f8,0.15111,0.03257
r3rn1k/1bq1nppp/p2Rp3/2p1P3/2B3Q1/5NB1/PP3PPP/5RK1 w - - 2 20,r3rn1k/1bq1nppp/p2Rp3/2p1P1N1/2B3Q1/6B1/PP3PPP/5RK1 b - - 3 20,f3g5,0.13067,-0.3143
1r5k/6p1/5p1q/p1N1bP1P/6Q1/3r1P1K/6R1/5R2 b - - 2 45,1r5k/6p1/5p1q/p1NrbP1P/6Q1/5P1K/6R1/5R2 w - - 3 46,d3d5,0.07654,-0.26003
7k/p5p1/2pNb2p/8/qr3n2/6QP/P5P1/2B2R1K b - - 3 32,7k/p5p1/2pNb2p/8/q4n2/6QP/P5P1/1rB2R1K w - - 4 33,b4b1,-0.31519,0.49876
3rrbk1/2q2p1p/p5p1/p1p1p3/2QPP3/P1P1BB1P/5PP1/3R2K1 b - - 0 22,4rbk1/2qr1p1p/p5p1/p1p1p3/2QPP3/P1P1BB1P/5PP1/3R2K1 w - - 1 23,d8d7,0.4513,-0.26793
3rr1k1/pp3p1p/2p1b1p1/4N1qn/3P4/1B2P3/PP2Q1PP/R4RK1 b - - 6 23,3rr1k1/pp3p1p/2p3p1/4N1qn/3P4/1b2P3/PP2Q1PP/R4RK1 w - - 0 24,e6b3,0.11281,0.07046
r1b2rk1/pnq3p1/2p2p1p/3n4/2NPp3/N1B5/PPPQBPPb/R3K2R w KQ - 0 17,r1b2rk1/pnq3p1/2p2p1p/3n4/2NPp3/N1B3P1/PPPQBP1b/R3K2R b KQ - 0 17,g2g3,-0.30118,0.48435
5bk1/5p2/1Qb2pp1/p1r1q2p/4P3/P1P2P1P/1P2N1P1/3R1B1K b - - 0 31,5bk1/5p2/1Qb2pp1/2r1q2p/p3P3/P1P2P1P/1P2N1P1/3R1B1K w - - 0 32,a5a4,-0.52001,0.70317
2rr2k1/2qbbp2/p2p1npp/4p3/pn1PP2B/R3NN1P/1P1Q1PP1/1B2R1K1 b - - 1 21,2rr2k1/3bbp2/pq1p1npp/4p3/pn1PP2B/R3NN1P/1P1Q1PP1/1B2R1K1 w - - 2 22,c7b6,-0.51417,0.69712
4brnk/1pr3pp/2p2q2/1p2pP2/4P2P/PP2N1RK/4B1Q1/6R1 w - - 0 40,4brnk/1pr3pp/2p2q2/1B2pP2/4P2P/PP2N1RK/6Q1/6R1 b - - 0 40,e2b5,-0.34036,0.15763
r5k1/3b2p1/2p1pb1r/1pP2p1p/pP1PpP1P/P1B1P1P1/B1K4R/3R4 w - - 5 27,r5k1/3b2p1/2p1pb1r/1pPP1p1p/pP2pP1P/P1B1P1P1/B1K4R/3R4 b - - 0 27,d4d5,0.04373,0.13891
b1r2rk1/4bppp/4p3/1N1pP3/p1nQ4/1NP2P2/PP4PP/1R4K1 w - - 1 27,b1r2rk1/Q3bppp/4p3/1N1pP3/p1n5/1NP2P2/PP4PP/1R4K1 b - - 2 27,d4a7,-0.40515,0.58774
2r2k2/4rpn1/1p3R1B/2ppP1Q1/p2q4/P5PK/7P/8 b - - 1 37,2r1k3/4rpn1/1p3R1B/2ppP1Q1/p2q4/P5PK/7P/8 w - - 2 38,f8e8,0.50201,-0.31948
3r3k/2p1n1pp/4Qb2/pp3p1q/8/1BP2N2/P1P2PPP/4R1K1 w - - 0 25,3r3k/2p1n1pp/4Qb2/pp2Np1q/8/1BP5/P1P2PPP/4R1K1 b - - 1 25,f3e5,0.29805,-0.48027
8/1pr4k/2p1q1pp/1PPp1r2/3PpPRP/4P3/1R4QK/8 b - - 2 45,8/2r4k/1pp1q1pp/1PPp1r2/3PpPRP/4P3/1R4QK/8 w - - 0 46,b7b6,-0.14993,0.33187
r2q3r/pp2n3/4b1kp/3pP3/3PnQpP/6P1/P1P1B3/R1B2RK1 w - - 3 20,r2q3r/pp2n3/4b1kp/3pP3/2PPnQpP/6P1/P3B3/R1B2RK1 b - - 0 20,c2c4,0.01535,0.16643
