CONFIGURATION:
experiment file = experiments/parent_child_invariance_testing.py
git branch = main
git commit hash = 6a88ef0c1b72cfb62fd7eeddc4d7ce3bd1faea6f
uncommitted changes = True
seed = 42
engine_config_name = local_400_nodes.ini
data_config_name = parent_child_experiment_forced_moves_most_important_fens.ini
num_positions = 1000
network_path = T807785-b124efddc27559564d6464ba3d213a8279b7bd35b1cbfcf9c842ae8053721207
queue_max_size = 100000
num_engine_workers = 2
result_subdir = 

parent_fen,child_fen,move,parent_score,child_score
8/3R2qk/p6p/3PN2Q/1p2Pp2/1P2n3/P7/1B4rK w - - 1 55,8/3R2qk/p6p/3PN2Q/1p2Pp2/1P2n3/P6K/1B4r1 b - - 2 55,h1h2,-1.0,0.93411
5bk1/p1p4p/1p1p4/3Ppp2/5nr1/2NP1PPr/PP5K/3QRR2 w - - 0 32,5bk1/p1p4p/1p1p4/3Ppp2/5nr1/2NP1PPr/PP6/3QRRK1 b - - 1 32,h2g1,-1.0,0.93393
5r1k/4r1nR/3N4/1p2q3/p1p1B3/P4p2/3Q4/5K2 b - - 0 53,5rk1/4r1nR/3N4/1p2q3/p1p1B3/P4p2/3Q4/5K2 w - - 1 54,h8g8,-1.0,0.93413
6Q1/5R2/3b1k2/4pn1p/PP6/2Pq3P/7K/8 b - - 6 52,6Q1/5R2/3bk3/4pn1p/PP6/2Pq3P/7K/8 w - - 7 53,f6e6,-1.0,0.93418
7Q/2nkpr2/1q1p2p1/p2P4/4P1p1/2R3P1/1R4KP/5b2 w - - 4 40,7Q/2nkpr2/1q1p2p1/p2P4/4P1p1/2R3P1/1R5P/5b1K b - - 5 40,g2h1,-1.0,0.93427
3R4/5pk1/8/2N3pp/3n3P/P4Bn1/5PP1/4r1K1 w - - 1 49,3R4/5pk1/8/2N3pp/3n3P/P4Bn1/5PPK/4r3 b - - 2 49,g1h2,-1.0,0.93433
1r2rkn1/pq3p2/1p1ppBpQ/6P1/P1P1PP2/1P6/2N3K1/7R b - - 5 40,1r2rk2/pq3p2/1p1ppBpn/6P1/P1P1PP2/1P6/2N3K1/7R w - - 0 41,g8h6,-1.0,0.93422
Q6k/p3p3/4Nb2/4p3/1pB3bq/8/P1PK4/8 b - - 1 39,Q7/p3p2k/4Nb2/4p3/1pB3bq/8/P1PK4/8 w - - 2 40,h8h7,-1.0,0.93436
6rk/5p1p/pn3P2/6r1/Kp1P3R/1PB4Q/P1P2R1P/6q1 w - - 2 35,6rk/5p1p/pn3P2/6r1/1K1P3R/1PB4Q/P1P2R1P/6q1 b - - 0 35,a4b4,-1.0,0.93441
6rk/2R1Q2p/1p1p1r2/3P4/1P3p2/1P3P2/1b4Pq/1B4RK w - - 0 37,6rk/2R1Q2p/1p1p1r2/3P4/1P3p2/1P3P2/1b4PK/1B4R1 b - - 0 37,h1h2,-1.0,0.93451
1r2n2R/6p1/pr4pk/1p1B4/2p5/2B1PP2/1P3P1P/4K3 b - - 7 31,1r2n2R/6p1/pr4p1/1p1B2k1/2p5/2B1PP2/1P3P1P/4K3 w - - 8 32,h6g5,-1.0,0.9344
1r1qr3/p3nk1Q/2n1bN2/1pp1ppP1/8/3P4/PPP3BP/4R2K b - - 11 33,1r1qrk2/p3n2Q/2n1bN2/1pp1ppP1/8/3P4/PPP3BP/4R2K w - - 12 34,f7f8,-1.0,0.93444
6r1/7p/R7/5p1k/4qP1Q/7P/4p2K/8 b - - 4 64,6r1/7p/R7/5p2/4qP1k/7P/4p2K/8 w - - 0 65,h5h4,-1.0,0.93452
2r3k1/6R1/p4Pn1/1p2r2Q/8/1P4P1/P1q5/K6R b - - 0 31,2r2k2/6R1/p4Pn1/1p2r2Q/8/1P4P1/P1q5/K6R w - - 1 32,g8f8,-1.0,0.93452
r1b3Q1/p1q5/7R/bpk1pp2/3B4/2P5/P1P2PP1/1R2K3 b - - 0 26,r1b3Q1/p1q5/7R/bpk2p2/3p4/2P5/P1P2PP1/1R2K3 w - - 0 27,e5d4,-1.0,0.93451
6rk/5RQp/1q1B4/p1np3P/8/8/5PPK/8 b - - 0 40,7k/5Rrp/1q1B4/p1np3P/8/8/5PPK/8 w - - 0 41,g8g7,-1.0,0.93454
r2qr1k1/pbp2ppQ/1p2p3/3nP1b1/8/2NB4/PPP3PP/4RRK1 b - - 0 15,r2qrk2/pbp2ppQ/1p2p3/3nP1b1/8/2NB4/PPP3PP/4RRK1 w - - 1 16,g8f8,-1.0,0.93455
5rk1/p3Npbp/6p1/2Q5/4P1p1/2B2N2/q4r2/3R3K b - - 1 32,5r1k/p3Npbp/6p1/2Q5/4P1p1/2B2N2/q4r2/3R3K w - - 2 33,g8h8,-1.0,0.93456
6k1/ppp3pp/3p4/q4b1r/2PPnP1K/8/PQ3PPP/2R4R w - - 0 24,6k1/ppp3pp/3p4/q4b1K/2PPnP2/8/PQ3PPP/2R4R b - - 0 24,h4h5,-1.0,0.93466
8/2q1Pk1p/3pBBb1/3P4/2N4Q/1r4P1/5b1K/8 b - - 3 44,4k3/2q1P2p/3pBBb1/3P4/2N4Q/1r4P1/5b1K/8 w - - 4 45,f7e8,-1.0,0.93467
3r2k1/p2nb2Q/1qp2r2/8/1p1PB3/2p3P1/PP2b2P/3R1R1K b - - 1 28,3r1k2/p2nb2Q/1qp2r2/8/1p1PB3/2p3P1/PP2b2P/3R1R1K w - - 2 29,g8f8,-1.0,0.93457
7R/ppp5/1q3rpk/1P2p1bp/2P1P3/1P5Q/5P1P/3R2K1 b - - 10 45,7R/ppp3k1/1q3rp1/1P2p1bp/2P1P3/1P5Q/5P1P/3R2K1 w - - 11 46,h6g7,-1.0,0.93472
Q7/5Rbk/2P1p3/p5q1/P3P3/4NRPp/1r5r/7K w - - 0 46,Q7/5Rbk/2P1p3/p5q1/P3P3/4NRPp/1r5r/6K1 b - - 1 46,h1g1,-1.0,0.93472
6k1/6np/p2p2pQ/2pPp1P1/2B1P3/2q2PN1/P1b5/1K5R w - - 5 31,6k1/6np/p2p2pQ/2pPp1P1/2B1P3/2q2PN1/P1b5/2K4R b - - 6 31,b1c1,-1.0,0.93483
4k2r/p6p/5pR1/2pPp3/1p3K2/1Q1q3B/P4P1P/2R5 w k - 0 26,4k2r/p6p/5pR1/2pPp3/1p4K1/1Q1q3B/P4P1P/2R5 b k - 1 26,f4g4,-1.0,0.93484
6rk/p4p1Q/1p3Pn1/3p1R2/3Pq3/6P1/PP4P1/6K1 b - - 0 33,6r1/p4p1k/1p3Pn1/3p1R2/3Pq3/6P1/PP4P1/6K1 w - - 0 34,h8h7,-1.0,0.93485
r5r1/p6R/2p2k1Q/1p1q1pp1/3P4/P4P2/1P4P1/2K4R b - - 1 32,r7/p6R/2p2krQ/1p1q1pp1/3P4/P4P2/1P4P1/2K4R w - - 2 33,g8g6,-1.0,0.93484
6rk/pq3p1Q/b4r2/P2pPpp1/2pP3N/7R/2P3PP/5RK1 b - - 0 31,6r1/pq3p1k/b4r2/P2pPpp1/2pP3N/7R/2P3PP/5RK1 w - - 0 32,h8h7,-1.0,0.93486
r3r1k1/3Q1ppp/1p6/3p4/N2Np1n1/P3P1K1/1B1P1PPq/2R2R2 w - - 3 23,r3r1k1/3Q1ppp/1p6/3p4/N2Np1K1/P3P3/1B1P1PPq/2R2R2 b - - 0 23,g3g4,-1.0,0.93491
r1b3k1/2N1n1bp/p2p1n2/R2Pp3/1PP1Pp2/3N1Pp1/4BBP1/3QRK1q w - - 4 27,r1b3k1/2N1n1bp/p2p1n2/R2Pp3/1PP1Pp2/3N1Pp1/4B1P1/3QRKBq b - - 5 27,f2g1,-1.0,0.93492
4rk2/Q4R2/p4P1p/P3p1p1/4q3/7P/6PK/8 b - - 0 36,4r1k1/Q4R2/p4P1p/P3p1p1/4q3/7P/6PK/8 w - - 1 37,f8g8,-1.0,0.93493
7k/6p1/7p/3P4/3R4/1P6/6PP/2rQq2K w - - 7 36,7k/6p1/7p/3P4/3R4/1P6/6PP/2r1Q2K b - - 0 36,d1e1,-1.0,0.93496
2r4k/1R4pp/2Np1B2/3P1p2/5P2/1P6/4p1PP/Q2q3K w - - 1 35,2r4k/1R4pp/2Np1B2/3P1p2/5P2/1P6/4p1PP/3Q3K b - - 0 35,a1d1,-1.0,0.93499
4r1k1/p1p2p1P/5q1Q/3b4/7R/4P1P1/6PK/1r6 b - - 0 33,4r2k/p1p2p1P/5q1Q/3b4/7R/4P1P1/6PK/1r6 w - - 1 34,g8h8,-1.0,0.93504
r1rq1n2/pp4Q1/7k/3p4/3P4/2b4P/PP3P2/1K4R1 b - - 7 29,r1rq1n2/pp4Q1/8/3p3k/3P4/2b4P/PP3P2/1K4R1 w - - 8 30,h6h5,-1.0,0.93504
rq2r1k1/1b3ppQ/p3p1n1/1p4B1/8/7R/PP3PPP/4R1K1 b - - 3 23,rq2rk2/1b3ppQ/p3p1n1/1p4B1/8/7R/PP3PPP/4R1K1 w - - 4 24,g8f8,-1.0,0.93504
6k1/5ppp/p7/1p6/2PR1P2/1B5P/PPP5/RK2q3 w - - 1 28,6k1/5ppp/p7/1p6/2P2P2/1B5P/PPP5/RK1Rq3 b - - 2 28,d4d1,-1.0,0.93509
8/5p1p/2P1pP1k/1p2P1pP/6P1/1p6/1B2K3/8 b - - 0 47,8/5p1p/2P1pP1k/4P1pP/1p4P1/1p6/1B2K3/8 w - - 0 48,b5b4,-1.0,0.93507
2k5/pp5p/7Q/3p1p2/8/1P6/P1P1RPPP/3q2K1 w - - 1 30,2k5/pp5p/7Q/3p1p2/8/1P6/P1P2PPP/3qR1K1 b - - 2 30,e2e1,-1.0,0.93516
6k1/7p/Q5p1/p2qR3/1p1p2P1/1P3rKP/P1P1Rr2/8 w - - 3 39,6k1/7p/Q5p1/p2qR3/1p1p2PK/1P3r1P/P1P1Rr2/8 b - - 4 39,g3h4,-1.0,0.9351
3Rr1k1/pp5p/2p3p1/2P2p2/8/1PN2q2/PB3Qbb/R5K1 w - - 2 30,3Rr1k1/pp5p/2p3p1/2P2p2/8/1PN2q2/PB3QbK/R7 b - - 0 30,g1h2,-1.0,0.9352
2r3r1/6R1/1p2NR2/p2p3k/n5B1/2Pb4/1P5P/6K1 b - - 6 37,2r3r1/6R1/1p2NR2/p2p4/n5Bk/2Pb4/1P5P/6K1 w - - 7 38,h5h4,-1.0,0.9352
R7/1q3p1p/3p2p1/2nP1k2/3Q2P1/2p4P/1b3P2/6K1 b - - 0 31,R7/1q3p1p/3p2p1/2nP2k1/3Q2P1/2p4P/1b3P2/6K1 w - - 1 32,f5g5,-1.0,0.93195
4r1k1/1p3ppp/2np4/p1b5/2P5/PPB1r1P1/5qBP/1N1Q1K1R w - - 0 20,4r1k1/1p3ppp/2np4/p1b5/2P5/PPB1r1P1/5KBP/1N1Q3R b - - 0 20,f1f2,-1.0,0.93532
6r1/1pp4k/3Pb1rp/4N3/pP2Pp1q/P4P2/1Q3nP1/1RR2B1K w - - 3 45,6r1/1pp4k/3Pb1rp/4N3/pP2Pp1q/P4P2/1Q3nP1/1RR2BK1 b - - 4 45,h1g1,-1.0,0.93524
1r3rk1/2pn1pRp/p2b4/8/8/2BP4/PPP2P1P/2KR4 b - - 0 18,1r3r1k/2pn1pRp/p2b4/8/8/2BP4/PPP2P1P/2KR4 w - - 1 19,g8h8,-1.0,0.93538
1Q5R/p2r2r1/1nR3pk/5pp1/4n3/7P/3p2PK/8 b - - 3 49,1Q5R/p2r3r/1nR3pk/5pp1/4n3/7P/3p2PK/8 w - - 4 50,g7h7,-1.0,0.93542
1r4k1/1r3pbp/p2Qbnp1/2p1p3/4P1PP/n1P1BP2/Pq5R/K1NR1BN1 w - - 0 21,1r4k1/1r3pbp/p2Qbnp1/2p1p3/4P1PP/n1P1BP2/PR6/K1NR1BN1 b - - 0 21,h2b2,-1.0,0.93543
8/5p2/p4Pk1/8/6K1/4b2p/1BB5/8 b - - 1 53,8/5p2/p4P1k/8/6K1/4b2p/1BB5/8 w - - 2 54,g6h6,-1.0,0.93542
3Q1b1k/1N5B/4N3/2p1p3/8/1P3p2/2P4P/2q4K w - - 1 39,5b1k/1N5B/4N3/2p1p3/8/1P3p2/2P4P/2qQ3K b - - 2 39,d8d1,-1.0,0.93546
5rk1/7p/5p2/1b1PN3/1p3Q2/1n4R1/6PK/2q5 b - - 1 40,5r1k/7p/5p2/1b1PN3/1p3Q2/1n4R1/6PK/2q5 w - - 2 41,g8h8,-1.0,0.93547
4R1k1/5p2/5PN1/1p4P1/4PK2/8/8/q7 b - - 0 51,4R3/5p1k/5PN1/1p4P1/4PK2/8/8/q7 w - - 1 52,g8h7,-1.0,0.93547
2N5/6kp/P1B3p1/3p4/1P6/4np1R/4r3/2R2K2 w - - 13 43,2N5/6kp/P1B3p1/3p4/1P6/4np1R/4r3/2R3K1 b - - 14 43,f1g1,-0.86197,0.92655
r5k1/1p6/3p2p1/3Np3/2P2q2/2NP1bQP/1R5K/6b1 w - - 4 34,r5k1/1p6/3p2p1/3Np3/2P2q2/2NP1bQP/1R6/6K1 b - - 0 34,h2g1,-1.0,0.93554
r3r3/p1p4R/1pn1p1pk/6N1/5R2/2P4P/PP4P1/6K1 b - - 4 23,r3r3/p1p4R/1pn1p1p1/6k1/5R2/2P4P/PP4P1/6K1 w - - 0 24,h6g5,-1.0,0.93558
5Rk1/1r1qr2p/p1b3p1/1p2p1Pn/1P1pP3/P2B4/2P1NQ1P/5R1K b - - 6 35,5R2/1r1qr1kp/p1b3p1/1p2p1Pn/1P1pP3/P2B4/2P1NQ1P/5R1K w - - 7 36,g8g7,-1.0,0.93559
r2qr3/3b4/p5Q1/3pk1p1/1pPP4/1P4P1/P5P1/5RK1 b - - 0 27,r2qr3/3b4/p5Q1/3p2p1/1pPk4/1P4P1/P5P1/5RK1 w - - 0 28,e5d4,-1.0,0.93563
r7/k1Q5/1p6/p2B4/1p1q4/1n1P2P1/7P/7K b - - 2 40,r7/2Q5/kp6/p2B4/1p1q4/1n1P2P1/7P/7K w - - 3 41,a7a6,-1.0,0.93577
3q1Rk1/4r1p1/1p2p3/p1p3n1/P2r4/1P1B3Q/2P3PP/5R1K b - - 7 41,5qk1/4r1p1/1p2p3/p1p3n1/P2r4/1P1B3Q/2P3PP/5R1K w - - 0 42,d8f8,-1.0,0.93562
8/5Q2/1p5k/2b1p1B1/P3P3/2P2P1P/1P2n1PK/3q4 b - - 0 33,8/5Q2/1p6/2b1p1k1/P3P3/2P2P1P/1P2n1PK/3q4 w - - 0 34,h6g5,-1.0,0.93582
8/6Np/1pk2p2/2bb4/6P1/7P/5r2/2R1RK2 w - - 0 35,8/6Np/1pk2p2/2bb4/6P1/7P/5r2/2R1R1K1 b - - 1 35,f1g1,-1.0,0.9358
8/2b1r2b/2P4p/3Bp3/2R2P2/kR4P1/P2p3P/7K b - - 1 46,8/2b1r2b/2P4p/3Bp3/2R2P2/1R4P1/k2p3P/7K w - - 0 47,a3a2,-1.0,0.93583
5N2/3R2p1/R4pk1/5n1r/1r3P2/2p5/2P5/2K5 b - - 3 37,5N2/3R2p1/R4p1k/5n1r/1r3P2/2p5/2P5/2K5 w - - 4 38,g6h6,-1.0,0.93588
8/P4k2/7p/5p2/3b4/2NP1nP1/1P5K/R1B3r1 w - - 9 44,8/P4k2/7p/5p2/3b4/2NP1nPK/1P6/R1B3r1 b - - 10 44,h2h3,-1.0,0.9359
r4rk1/1b1npNbB/p1qp4/1p2P3/6Q1/2p5/PPP3PP/R1B2R1K b - - 0 16,r4r2/1b1npNbk/p1qp4/1p2P3/6Q1/2p5/PPP3PP/R1B2R1K w - - 0 17,g8h7,-1.0,0.93593
8/pb2k1r1/8/1p1p2N1/3P1PN1/1P2PQ2/P4RKP/1q4r1 w - - 11 38,8/pb2k1r1/8/1p1p2N1/3P1PN1/1P2PQ1K/P4R1P/1q4r1 b - - 12 38,g2h3,-1.0,0.93595
6k1/1p5p/2pp2p1/p7/2Pb2R1/1P1PpK2/P1N2q1P/1RQ5 w - - 1 34,6k1/1p5p/2pp2p1/p7/2PbK1R1/1P1Pp3/P1N2q1P/1RQ5 b - - 2 34,f3e4,-1.0,0.936
4rrk1/6p1/2R1b2p/1pPn4/2pPB3/2P3P1/2QB1q1P/4R1K1 w - - 1 34,4rrk1/6p1/2R1b2p/1pPn4/2pPB3/2P3P1/2QB1q1P/4R2K b - - 2 34,g1h1,-1.0,0.93589
2rr2k1/pp1b1ppQ/2p1pb2/q2P2N1/8/1P4P1/P3PPBP/R4RK1 b - - 0 19,2rr1k2/pp1b1ppQ/2p1pb2/q2P2N1/8/1P4P1/P3PPBP/R4RK1 w - - 1 20,g8f8,-1.0,0.93603
6k1/5p2/5p2/4pKbp/2P1P3/1PQR2P1/5r2/7r w - - 2 51,6k1/5p2/5p2/4pKbp/2P1P3/1PQ2RP1/5r2/7r b - - 3 51,d3f3,-1.0,0.93597
3brr1k/2p4q/p1p2nNQ/3p4/2P5/1P4R1/PB3PPP/6K1 b - - 10 32,3brrk1/2p4q/p1p2nNQ/3p4/2P5/1P4R1/PB3PPP/6K1 w - - 11 33,h8g8,-1.0,0.93603
r1b3k1/pp1n3p/2pB4/4P1Q1/2q3P1/P7/1P1K1R1P/8 b - - 1 28,r1b4k/pp1n3p/2pB4/4P1Q1/2q3P1/P7/1P1K1R1P/8 w - - 2 29,g8h8,-1.0,0.93613
6rk/3P1p1p/R2Q4/1Np1p3/Pr2P2q/5PpP/2P1n1P1/5RK1 w - - 3 30,6rk/3P1p1p/R2Q4/1Np1p3/Pr2P2q/5PpP/2P1n1P1/5R1K b - - 4 30,g1h1,-1.0,0.93624
r1bq1r1k/pp2b1p1/2n5/3p1pPQ/3P4/2Pp4/5P2/RNB1K3 b Q - 1 19,r1bq1rk1/pp2b1p1/2n5/3p1pPQ/3P4/2Pp4/5P2/RNB1K3 w Q - 2 20,h8g8,-1.0,0.93618
r6r/1pB1bpp1/pk2pn1p/3p4/3NP1b1/1P1P2P1/1P3PBP/2R3K1 b - - 3 18,r6r/kpB1bpp1/p3pn1p/3p4/3NP1b1/1P1P2P1/1P3PBP/2R3K1 w - - 4 19,b6a7,-1.0,0.93625
r7/1pb2pRk/p1p2n1p/4pP1q/2P1P3/1P1rBPQP/P6K/6R1 b - - 0 34,r6k/1pb2pR1/p1p2n1p/4pP1q/2P1P3/1P1rBPQP/P6K/6R1 w - - 1 35,h7h8,-1.0,0.93625
4rr1k/pp5R/1n1bQ3/2p2pNq/2P5/P2P1P2/1P1BK3/1R6 b - - 2 36,4rr1k/pp5q/1n1bQ3/2p2pN1/2P5/P2P1P2/1P1BK3/1R6 w - - 0 37,h5h7,-1.0,0.93631
5rk1/5pbp/3pp1P1/4n3/p3n1P1/4BP2/PqP4Q/2KR3R w - - 0 23,5rk1/5pbp/3pp1P1/4n3/p3n1P1/4BP2/PKP4Q/3R3R b - - 0 23,c1b2,-1.0,0.93634
5r1k/6b1/b2pQ1PR/3Pp1P1/1p2B3/1P2rP2/3N1K2/q7 b - - 0 41,5r1k/8/b2pQ1Pb/3Pp1P1/1p2B3/1P2rP2/3N1K2/q7 w - - 0 42,g7h6,-1.0,0.93637
2krb2R/2p2p2/1p2p3/4Q1p1/8/1PP1P1B1/3q1PP1/2K5 w - - 7 31,2krb2R/2p2p2/1p2p3/4Q1p1/8/1PP1P1B1/3q1PP1/1K6 b - - 8 31,c1b1,-1.0,0.93635
8/4Q2R/p5p1/1p2n3/6k1/2P5/PP4PP/4r1K1 w - - 1 44,8/4Q2R/p5p1/1p2n3/6k1/2P5/PP3KPP/4r3 b - - 2 44,g1f2,-1.0,0.93638
2r3k1/5p1p/8/5p2/8/1PqRpP2/p1P3PP/1KQ4R w - - 0 30,2r3k1/5p1p/8/5p2/8/1PqRpP2/K1P3PP/2Q4R b - - 0 30,b1a2,-1.0,0.93643
3R4/k7/PP6/2K1p2p/4pr2/5p2/7P/8 b - - 0 52,3R4/8/kP6/2K1p2p/4pr2/5p2/7P/8 w - - 0 53,a7a6,-1.0,0.93644
4r1k1/Q2b3p/6p1/2BP1p2/1R2Pb2/P4nq1/5KP1/3R1B2 w - - 1 30,4r1k1/Q2b3p/6p1/2BP1p2/1R2Pb2/P4nq1/4K1P1/3R1B2 b - - 2 30,f2e2,-0.79929,0.86301
4Rr1k/p5bP/1p6/2n3BQ/2B5/3p3P/P7/5q1K w - - 2 40,4Rr1k/p5bP/1p6/2n3BQ/2B5/3p3P/P6K/5q2 b - - 3 40,h1h2,-1.0,0.93647
8/2R2p1p/3p1kp1/4p3/1p2P1qK/1P2Q2P/1P2n3/6r1 w - - 0 56,8/2R2p1p/3p1kp1/4p3/1p2P1PK/1P2Q3/1P2n3/6r1 b - - 0 56,h3g4,-1.0,0.9365
2Q5/pp2bpkp/3P2p1/4P3/5P2/1r5P/1p4P1/qK1R2R1 w - - 1 35,2Q5/pp2bpkp/3P2p1/4P3/5P2/1r5P/1pK3P1/q2R2R1 b - - 2 35,b1c2,-1.0,0.93639
6r1/p2nkp1p/3Rpn2/2p4N/q4B1Q/2P1P3/2P3rP/5RK1 w - - 0 23,6r1/p2nkp1p/3Rpn2/2p4N/q4B1Q/2P1P3/2P3rP/5R1K b - - 1 23,g1h1,-1.0,0.93653
8/p6b/kpp4Q/7K/2P4P/1P2Bq2/P4P2/8 w - - 19 50,8/p6b/kpp4Q/6K1/2P4P/1P2Bq2/P4P2/8 b - - 20 50,h5g5,-1.0,0.93656
8/p2r1R1p/4Q1pk/3pPp2/3B1PP1/P4B2/5K1P/1r4q1 w - - 1 38,8/p2r1R1p/4Q1pk/3pPp2/3B1PP1/P4B2/4K2P/1r4q1 b - - 2 38,f2e2,-1.0,0.93658
r5kr/5R1p/b2Npp2/p3q2B/1p4Q1/8/PPP3PP/7K b - - 1 24,r5kr/5R1p/b2Npp2/p5qB/1p4Q1/8/PPP3PP/7K w - - 2 25,e5g5,-1.0,0.9366
r6k/pp4pp/3B4/2p1P3/5Q1R/1bPP3P/1P1K2B1/3q4 w - - 5 30,r6k/pp4pp/3B4/2p1P3/5Q1R/1bPPK2P/1P4B1/3q4 b - - 6 30,d2e3,-1.0,0.93662
r3r1k1/pp3pbQ/3pb1p1/q5B1/1n2N3/3B1N2/PPP2PP1/2K4R b - - 5 19,r3rk2/pp3pbQ/3pb1p1/q5B1/1n2N3/3B1N2/PPP2PP1/2K4R w - - 6 20,g8f8,-1.0,0.93671
r1b2b1r/1p2n2p/p5p1/6B1/5P2/4RB2/PPP2nkP/2K4R b - - 9 23,r1b2b1r/1p2n2p/p5p1/6B1/5P2/4RB1k/PPP2n1P/2K4R w - - 10 24,g2h3,-1.0,0.93662
5kQ1/1pp5/p1bp4/P3b3/2P2N1q/1P5N/6RK/4r3 b - - 2 37,6Q1/1pp1k3/p1bp4/P3b3/2P2N1q/1P5N/6RK/4r3 w - - 3 38,f8e7,-1.0,0.93671
5brk/R7/pB1p1nrn/1p1Pp3/4Pp2/N4P1q/PPQ4K/2R1N3 w - - 0 35,5brk/R7/pB1p1nrn/1p1Pp3/4Pp2/N4P1K/PPQ5/2R1N3 b - - 0 35,h2h3,-1.0,0.93667
8/5Q1k/6p1/6K1/5pP1/7P/3q4/8 b - - 1 50,7k/5Q2/6p1/6K1/5pP1/7P/3q4/8 w - - 2 51,h7h8,-1.0,0.93672
kRbrr3/p1p5/3b1q1p/2Np2p1/3p4/P1Q1B3/2P2PPP/4R1K1 b - - 1 23,1kbrr3/p1p5/3b1q1p/2Np2p1/3p4/P1Q1B3/2P2PPP/4R1K1 w - - 0 24,a8b8,-1.0,0.93673
r4r2/1b1p2kp/p2b4/1p4RB/1nqB1P2/8/PPP3PP/5RK1 b - - 1 24,r4r2/1b1p3p/p2b3k/1p4RB/1nqB1P2/8/PPP3PP/5RK1 w - - 2 25,g7h6,-1.0,0.93677
6kR/pp3p2/1np1r3/4pqpQ/P7/1bB4P/1P3PP1/6K1 b - - 2 32,7R/pp3pk1/1np1r3/4pqpQ/P7/1bB4P/1P3PP1/6K1 w - - 3 33,g8g7,-1.0,0.93675
3Q4/pqr4p/r3pNp1/7k/1P2pP2/2P3P1/5P2/6K1 b - - 0 36,3Q4/pqr4p/r3pNpk/8/1P2pP2/2P3P1/5P2/6K1 w - - 1 37,h5h6,-1.0,0.93684
6k1/Q4p2/6pp/8/8/6PK/4BP2/7q w - - 1 36,6k1/Q4p2/6pp/8/6K1/6P1/4BP2/7q b - - 2 36,h3g4,-1.0,0.93684
1r2q2k/4N2Q/3p1Pp1/2p1n1P1/2P5/p2P2K1/P3R3/8 b - - 0 45,1r2q3/4N2k/3p1Pp1/2p1n1P1/2P5/p2P2K1/P3R3/8 w - - 0 46,h8h7,-1.0,0.93687
2b2rk1/1n5p/3P4/p1p1B3/1pP2p2/1P3Pn1/P4R2/3QRNKr w - - 0 32,2b2rk1/1n5p/3P4/p1p1B3/1pP2p2/1P3Pn1/P4RK1/3QRN1r b - - 1 32,g1g2,-1.0,0.9369
8/5Rpk/p3p2p/3N4/1p6/1Q5P/P5PK/4q1b1 w - - 3 31,8/5Rpk/p3p2p/3N4/1p6/1Q5P/P5P1/4q1bK b - - 4 31,h2h1,-1.0,0.93703
3r4/1pr1p2p/p4n2/2p1Rk1b/3B4/1P4RP/P4PB1/6K1 b - - 1 30,3r4/1pr1p2p/p4n2/2p1R2b/3B1k2/1P4RP/P4PB1/6K1 w - - 2 31,f5f4,-1.0,0.93706
4k1Q1/4p3/pB3b2/3p1P2/q7/8/5PP1/5K2 b - - 3 37,6Q1/3kp3/pB3b2/3p1P2/q7/8/5PP1/5K2 w - - 4 38,e8d7,-1.0,0.93713
8/6p1/1kQ2pP1/p2B1P2/1r1bP1K1/6B1/8/6q1 b - - 3 54,8/k5p1/2Q2pP1/p2B1P2/1r1bP1K1/6B1/8/6q1 w - - 4 55,b6a7,-1.0,0.93714
5k1r/1pp1p3/6pP/4QbN1/1q1P2p1/1Bn2P2/rKP5/3R3R w - - 0 29,5k1r/1pp1p3/6pP/4QbN1/1q1P2p1/1Bn2P2/r1P5/2KR3R b - - 1 29,b2c1,-1.0,0.93718
6rk/5p1p/pn3P2/1r6/3P3R/KPB4Q/P1P2R1P/2q5 w - - 3 37,6rk/5p1p/pn3P2/1r6/3P3R/KP5Q/PBP2R1P/2q5 b - - 4 37,c3b2,-1.0,0.93718
8/7k/1p2b1pp/pP3n2/N3N1Pb/P2QP2P/1B2K3/4q3 w - - 7 42,8/7k/1p2b1pp/pP3n2/N3N1Pb/P2QPK1P/1B6/4q3 b - - 8 42,e2f3,-1.0,0.93706
rq3k2/1b1RbpQp/1p3p2/1p5N/8/1P2P3/P4PPP/6K1 b - - 6 26,rq2k3/1b1RbpQp/1p3p2/1p5N/8/1P2P3/P4PPP/6K1 w - - 7 27,f8e8,-1.0,0.93719
1qN2b1r/pp3ppp/6b1/1B4Pk/3Pp1QP/4P3/PP6/4BRK1 b - - 0 30,1qN2b1r/pp3ppp/6b1/1B4P1/3Pp1kP/4P3/PP6/4BRK1 w - - 0 31,h5g4,-1.0,0.93718
8/4kp2/2B1pQ2/4P2p/2pP3P/p1P3P1/r6q/4RK2 b - - 10 42,5k2/5p2/2B1pQ2/4P2p/2pP3P/p1P3P1/r6q/4RK2 w - - 11 43,e7f8,-1.0,0.93719
2k3r1/pp1Bnp2/3Q4/q2bP2p/7P/8/PP3PP1/2K4R b - - 3 24,3k2r1/pp1Bnp2/3Q4/q2bP2p/7P/8/PP3PP1/2K4R w - - 4 25,c8d8,-1.0,0.9372
8/8/2p1r3/1p3p2/1Rk5/5qP1/3Q1P2/6K1 b - - 21 60,8/8/2p1r3/1pk2p2/1R6/5qP1/3Q1P2/6K1 w - - 22 61,c4c5,-1.0,0.93723
