,parent_fen,child_fen,move,parent_score,child_score,difference
707,2bq1r2/1r2bpk1/p3pn1p/3pB3/3P4/1NP3Q1/P4PPP/1B3RK1 b - - 1 21,2bq1r1k/1r2bp2/p3pn1p/3pB3/3P4/1NP3Q1/P4PPP/1B3RK1 w - - 2 22,g7h8,-1.0,-0.93985,0.06015000000000004
710,r1r5/1p2pp2/3p1kp1/1q1P4/p4Q2/5P2/PP4P1/1KR4R b - - 5 25,r1r5/1p2ppk1/3p2p1/1q1P4/p4Q2/5P2/PP4P1/1KR4R w - - 6 26,f6g7,-1.0,-0.93988,0.06011999999999995
706,6k1/1Q5p/p1p3p1/7q/R5PK/4P2P/PP6/6r1 w - - 3 35,6k1/1Q5p/p1p3p1/7P/R6K/4P2P/PP6/6r1 b - - 0 35,g4h5,-1.0,-0.93988,0.06011999999999995
708,r5kr/2R2n1p/p3N3/1p4R1/8/8/PP3nPP/6K1 b - - 3 30,r5kr/2R4p/p3N3/1p4n1/8/8/PP3nPP/6K1 w - - 0 31,f7g5,-1.0,-0.93989,0.06011
709,r3k3/1b2R3/4p3/1P1p2B1/2p2R2/r5P1/3P1K2/q7 b - - 1 47,r2k4/1b2R3/4p3/1P1p2B1/2p2R2/r5P1/3P1K2/q7 w - - 2 48,e8d8,-1.0,-0.93989,0.06011
712,7k/8/7P/7b/1Q1P3q/8/7P/5BqK w - - 0 46,7k/8/7P/7b/1Q1P3q/8/7P/5BK1 b - - 0 46,h1g1,-1.0,-0.93991,0.06008999999999998
714,6R1/2p2pk1/2p1bNp1/1p5p/3P3Q/5PK1/6PP/2q2r2 b - - 17 42,6R1/2p2p2/2p1bNpk/1p5p/3P3Q/5PK1/6PP/2q2r2 w - - 18 43,g7h6,-1.0,-0.93992,0.06008000000000002
711,1b5k/pp4pp/8/3Qn3/3Rn3/5q2/PPN5/2RK4 w - - 2 31,1b5k/pp4pp/8/3Qn3/3Rn3/5q2/PPN5/2R1K3 b - - 3 31,d1e1,-1.0,-0.93998,0.06001999999999996
716,3R4/6k1/3P1n1q/2p2Q1p/1pP3pP/1P1B2P1/6PK/4r1b1 w - - 3 52,3R4/6k1/3P1n1q/2p2Q1p/1pP3pP/1P1B2P1/6P1/4r1bK b - - 4 52,h2h1,-1.0,-0.93999,0.06001000000000001
713,r4k1r/pp1nR1b1/2p4p/5p2/3P3N/1PP4Q/P4PPP/R1Bq2K1 w - - 1 21,r4k1r/pp1n2b1/2p4p/5p2/3P3N/1PP4Q/P4PPP/R1BqR1K1 b - - 2 21,e7e1,-1.0,-0.93999,0.06001000000000001
715,1R2Nbk1/5p1p/6p1/2pPK3/5PP1/8/1P2r2P/8 w - - 9 40,1R2Nbk1/5p1p/5Kp1/2pP4/5PP1/8/1P2r2P/8 b - - 10 40,e5f6,-1.0,-0.94003,0.05996999999999997
717,8/5k2/1p2p2p/P2p2K1/1Q1PpPp1/8/3BPP1q/8 w - - 0 41,8/5k2/1p2p2p/P2p4/1Q1PpPK1/8/3BPP1q/8 b - - 0 41,g5g4,-1.0,-0.94004,0.05996000000000001
718,6Rk/4P1p1/p5P1/3K3p/4B2P/8/pP6/4r3 b - - 0 45,6k1/4P1p1/p5P1/3K3p/4B2P/8/pP6/4r3 w - - 0 46,h8g8,-1.0,-0.94005,0.05994999999999995
719,6k1/pp1N4/5p1p/1P1p1n2/1Q1P2p1/1PR3PK/5P1P/1q4r1 w - - 0 36,6k1/pp1N4/5p1p/1P1p1n2/1Q1P2K1/1PR3P1/5P1P/1q4r1 b - - 0 36,h3g4,-1.0,-0.94006,0.05993999999999999
720,6Bk/6pp/3Q1p2/1p3P2/8/5nqr/2P3P1/3RR2K w - - 0 39,6Bk/6pp/3Q1p2/1p3P2/8/5nqP/2P5/3RR2K b - - 0 39,g2h3,-1.0,-0.94008,0.05991999999999997
721,3Q4/4N1pk/p1b4p/1p2p3/1B6/P4p1n/1PP3qP/5B1K w - - 0 50,3Q4/4N1pk/p1b4p/1p2p3/1B6/P4p1n/1PP3BP/7K b - - 0 50,f1g2,-1.0,-0.94009,0.05991000000000002
722,5Rk1/4q2p/p2p2pQ/1p2p1Nn/7P/1PP5/P5P1/7K b - - 0 34,5qk1/7p/p2p2pQ/1p2p1Nn/7P/1PP5/P5P1/7K w - - 0 35,e7f8,-1.0,-0.94012,0.059880000000000044
723,r7/1p2N1pk/8/8/pP1P2P1/4r3/7R/5K2 b - - 2 43,r7/1p2N1pk/8/8/pP1P2P1/7r/7R/5K2 w - - 3 44,e3h3,-1.0,-0.94014,0.059860000000000024
724,3q1rrk/7Q/p3Pp2/1p6/1bpp1BR1/7P/1P3P1K/6R1 b - - 0 33,3q1rr1/7k/p3Pp2/1p6/1bpp1BR1/7P/1P3P1K/6R1 w - - 0 34,h8h7,-1.0,-0.94014,0.059860000000000024
725,r4bk1/1p3Q2/p5p1/3P3p/P1q1r3/4BR2/6P1/5R1K b - - 0 31,r4b1k/1p3Q2/p5p1/3P3p/P1q1r3/4BR2/6P1/5R1K w - - 1 32,g8h8,-1.0,-0.94014,0.059860000000000024
728,r3r1k1/pp3pRp/3Q4/1Pp5/2N1Pn2/8/1PPKBq2/6R1 b - - 0 29,r3r2k/pp3pRp/3Q4/1Pp5/2N1Pn2/8/1PPKBq2/6R1 w - - 1 30,g8h8,-1.0,-0.94016,0.059840000000000004
727,r3k2r/2p1pB2/p4npb/1q2N3/1p2bQ1p/4B3/PPP3PP/2KR1R2 b kq - 3 21,r4k1r/2p1pB2/p4npb/1q2N3/1p2bQ1p/4B3/PPP3PP/2KR1R2 w - - 4 22,e8f8,-1.0,-0.94016,0.059840000000000004
726,2n3kr/1R3p2/2p1N1Qp/p2pP3/P1nP1PPq/6N1/2P3K1/8 b - - 0 33,2n3kr/1R6/2p1N1pp/p2pP3/P1nP1PPq/6N1/2P3K1/8 w - - 0 34,f7g6,-1.0,-0.94016,0.059840000000000004
734,6k1/1pp5/1P1p3p/3Pp1b1/2N1P3/1Q1P1KP1/8/5q2 w - - 1 30,6k1/1pp5/1P1p3p/3Pp1b1/2N1P1K1/1Q1P2P1/8/5q2 b - - 2 30,f3g4,-1.0,-0.94017,0.05983000000000005
729,rn3Q1Q/2pb4/1pk1p3/3pP3/3P4/3B4/2P1KPP1/q2q2NR w - - 1 23,rn3Q1Q/2pb4/1pk1p3/3pP3/3P4/3BK3/2P2PP1/q2q2NR b - - 2 23,e2e3,-1.0,-0.94024,0.059760000000000035
730,8/8/pp5p/2p5/P3k1p1/2P1n1P1/4R2P/3RKr2 w - - 4 42,8/8/pp5p/2p5/P3k1p1/2P1n1P1/3KR2P/3R1r2 b - - 5 42,e1d2,-1.0,-0.94025,0.05974999999999997
731,4k2r/ppr1bpNp/q7/2p5/2P1Q3/2B1PN2/nPK3PP/3R4 b k - 0 21,5k1r/ppr1bpNp/q7/2p5/2P1Q3/2B1PN2/nPK3PP/3R4 w - - 1 22,e8f8,-1.0,-0.94029,0.05971000000000004
733,7Q/1p6/6pk/1q1p3p/3P4/6P1/5P1K/8 b - - 1 48,7Q/1p6/6p1/1q1p2kp/3P4/6P1/5P1K/8 w - - 2 49,h6g5,-1.0,-0.94033,0.05967
732,8/4B1pk/2b5/5p2/7p/4Pq2/5K2/4QB2 w - - 3 45,8/4B1pk/2b5/5p2/7p/4Pq2/8/4QBK1 b - - 4 45,f2g1,-1.0,-0.94034,0.059660000000000046
736,2qb1Rk1/1p4p1/p1nBp1p1/4P1Pr/P3B3/1Q5P/1P6/6K1 b - - 4 33,2qb1R2/1p4pk/p1nBp1p1/4P1Pr/P3B3/1Q5P/1P6/6K1 w - - 5 34,g8h7,-1.0,-0.94035,0.05964999999999998
735,8/5pkp/2q5/7r/8/1P4PK/P2Q1p1P/5R2 w - - 6 51,8/5pkp/2q5/7r/6K1/1P4P1/P2Q1p1P/5R2 b - - 7 51,h3g4,-1.0,-0.94036,0.059640000000000026
737,5k2/4p1rp/p1p1qP1Q/2Pp4/3B4/PP6/6rP/5RK1 w - - 0 30,5k2/4p1rp/p1p1qP1Q/2Pp4/3B4/PP6/6rP/5R1K b - - 1 30,g1h1,-1.0,-0.94039,0.05961000000000005
740,R7/PB3pk1/8/8/5p1P/3n1P1b/8/3r2K1 w - - 5 49,R7/PB3pk1/8/8/5p1P/3n1P1b/7K/3r4 b - - 6 49,g1h2,-1.0,-0.94041,0.05959000000000003
739,5b1k/r5p1/4p3/3pP1BQ/2pP2N1/1nP4B/6KP/q7 b - - 10 35,5bk1/r5p1/4p3/3pP1BQ/2pP2N1/1nP4B/6KP/q7 w - - 11 36,h8g8,-1.0,-0.94051,0.05949000000000004
741,2rrb3/pp3pkQ/5Np1/4P3/2q5/P7/1b4PP/3RR2K b - - 0 31,2rrbk2/pp3p1Q/5Np1/4P3/2q5/P7/1b4PP/3RR2K w - - 1 32,g7f8,-1.0,-0.94053,0.05947000000000002
742,5R2/pr2Bkpp/8/8/8/1Pr2bP1/P4P1P/4R1K1 b - - 3 23,5R2/pr2B1pp/6k1/8/8/1Pr2bP1/P4P1P/4R1K1 w - - 4 24,f7g6,-1.0,-0.94055,0.05945
743,rn3rk1/p4p1p/2p5/4pPQ1/4P3/1P1R1P2/1PPKN2P/7q b - - 1 23,rn3r1k/p4p1p/2p5/4pPQ1/4P3/1P1R1P2/1PPKN2P/7q w - - 2 24,g8h8,-1.0,-0.94056,0.05944000000000005
745,5rk1/1p6/1Pp4p/P2p2pP/3Pp3/P3P1P1/5qK1/2Q4R w - - 0 37,5rk1/1p6/1Pp4p/P2p2pP/3Pp3/P3P1PK/5q2/2Q4R b - - 1 37,g2h3,-1.0,-0.94056,0.05944000000000005
744,8/5bk1/5bp1/1p6/1P6/7B/3QR1PP/qK6 w - - 4 86,8/5bk1/5bp1/1p6/1P6/7B/2KQR1PP/q7 b - - 5 86,b1c2,-1.0,-0.94058,0.05942000000000003
747,1q5k/7p/6p1/5p2/3Q4/1B3P2/P5P1/1K2b3 b - - 1 32,7k/7p/6p1/4qp2/3Q4/1B3P2/P5P1/1K2b3 w - - 2 33,b8e5,-1.0,-0.94059,0.05940999999999996
746,4rrk1/1p1Qb3/p3R2p/3p4/6B1/8/PP3qPP/2R3K1 w - - 0 25,4rrk1/1p1Qb3/p3R2p/3p4/6B1/8/PP3qPP/2R4K b - - 1 25,g1h1,-1.0,-0.94059,0.05940999999999996
749,r3rk1Q/3bb1p1/p1n1p3/1p3BP1/3P4/2q5/P4PP1/R1B1R1K1 b - - 3 21,r3r2Q/3bbkp1/p1n1p3/1p3BP1/3P4/2q5/P4PP1/R1B1R1K1 w - - 4 22,f8f7,-1.0,-0.9406,0.05940000000000001
738,6k1/1p3pP1/p7/2b3Bp/P1P2PK1/3Q1RP1/8/7q w - - 0 36,6k1/1p3pP1/p7/2b2KBp/P1P2P2/3Q1RP1/8/7q b - - 1 36,g4f5,-1.0,-0.9406,0.05940000000000001
748,6bk/p7/3p1B1p/2p4P/2q1p3/4P3/PK3P2/6R1 b - - 0 43,6b1/p6k/3p1B1p/2p4P/2q1p3/4P3/PK3P2/6R1 w - - 1 44,h8h7,-1.0,-0.94061,0.059390000000000054
750,b4k2/5Np1/p3p3/2p3P1/2P2Q2/5n1P/P1B1K3/4q3 w - - 5 43,b4k2/5Np1/p3p3/2p3P1/2P2Q2/3K1n1P/P1B5/4q3 b - - 6 43,e2d3,-1.0,-0.94062,0.05937999999999999
751,r3k2r/3Qnppp/p3p3/1p3q2/8/P4b2/1B1R1PPP/R5K1 b kq - 1 26,r4k1r/3Qnppp/p3p3/1p3q2/8/P4b2/1B1R1PPP/R5K1 w - - 2 27,e8f8,-1.0,-0.94064,0.05935999999999997
754,4bk2/3K4/1q2p3/1p1pPp2/pPp2P2/P1P5/4B1Q1/8 w - - 10 70,2K1bk2/8/1q2p3/1p1pPp2/pPp2P2/P1P5/4B1Q1/8 b - - 11 70,d7c8,-1.0,-0.94066,0.05933999999999995
752,2kr3r/pp1b2p1/3Bp1p1/4P3/P1N5/8/4nPPP/R4RK1 w - - 1 20,2kr3r/pp1b2p1/3Bp1p1/4P3/P1N5/8/4nPPP/R4R1K b - - 2 20,g1h1,-1.0,-0.94067,0.059329999999999994
753,N1R2bk1/q7/p2p1n2/3Pp2p/4Pp1n/5P1P/4BBr1/3Q1RK1 w - - 0 33,N1R2bk1/q7/p2p1n2/3Pp2p/4Pp1n/5P1P/4BBr1/3Q1R1K b - - 1 33,g1h1,-1.0,-0.94068,0.05932000000000004
755,rnb1qb1r/p1k1pQpp/2p2n2/1BP5/5B2/8/PP3PPP/RN1R2K1 b - - 5 16,rnb1qb1r/pk2pQpp/2p2n2/1BP5/5B2/8/PP3PPP/RN1R2K1 w - - 6 17,c7b7,-1.0,-0.9407,0.05930000000000002
756,4R1k1/pp4p1/2nN3p/2P5/q2p1r2/P2Q4/2P3PP/6K1 b - - 1 28,4Rrk1/pp4p1/2nN3p/2P5/q2p4/P2Q4/2P3PP/6K1 w - - 2 29,f4f8,-1.0,-0.94071,0.059289999999999954
757,3n4/ppp4k/1b1p2pp/2PP4/1P1Np2q/P1Q5/1B2Brb1/R6K w - - 0 27,3n4/ppp4k/1b1p2pp/2PP4/1P1Np2q/P1Q5/1B2Brb1/R5K1 b - - 1 27,h1g1,-1.0,-0.94071,0.059289999999999954
758,r7/pp1b3Q/4pB2/3q1p1k/7P/PRp5/2P3r1/4KR2 b - - 8 32,r7/pp1b3Q/4pB2/3q1p2/6kP/PRp5/2P3r1/4KR2 w - - 9 33,h5g4,-1.0,-0.94073,0.059270000000000045
759,3Q1k2/5p1p/5rp1/2p1Bn2/8/2P1q2P/6PK/8 b - - 1 41,3Q4/5pkp/5rp1/2p1Bn2/8/2P1q2P/6PK/8 w - - 2 42,f8g7,-1.0,-0.94075,0.059250000000000025
760,6k1/3p1p2/3Rb1p1/2Q4p/7P/5BPq/r3PP1K/8 w - - 1 37,6k1/3p1p2/3Rb1p1/2Q4p/7P/5BPq/r3PP2/6K1 b - - 2 37,h2g1,-1.0,-0.94075,0.059250000000000025
762,R3B3/1p3rp1/4p1k1/2PpPp2/2qP3b/2K1P1n1/1Q6/2B5 w - - 6 41,R3B3/1p3rp1/4p1k1/2PpPp2/2qP3b/4P1n1/1Q1K4/2B5 b - - 7 41,c3d2,-1.0,-0.94078,0.05922000000000005
761,4r1Qk/5p1p/R1p4P/3b4/1p1q4/8/PP2p3/K5R1 b - - 1 46,6rk/5p1p/R1p4P/3b4/1p1q4/8/PP2p3/K5R1 w - - 0 47,e8g8,-1.0,-0.94084,0.05915999999999999
763,r1bq1r2/pp6/2p1n3/1PPn2kR/P2P4/4b1P1/1BQ1B3/1K6 b - - 1 26,r1bq1r2/pp6/2p1nk2/1PPn3R/P2P4/4b1P1/1BQ1B3/1K6 w - - 2 27,g5f6,-1.0,-0.94085,0.059150000000000036
764,r2r4/1p1nB3/2q3pp/p1P5/1p1b4/5kPP/P3BP2/3RR1K1 b - - 2 28,r2r4/1p1nB3/2q3pp/p1P5/1p1bk3/6PP/P3BP2/3RR1K1 w - - 3 29,f3e4,-1.0,-0.94087,0.059130000000000016
765,8/5bk1/5bp1/1p6/1P6/7B/3QR1PP/qK6 w - - 8 88,8/5bk1/5bp1/1p6/1P6/7B/2KQR1PP/q7 b - - 9 88,b1c2,-1.0,-0.94089,0.059109999999999996
766,5rk1/1bp3pp/pp6/3p1p2/3P1q2/1PN1bN1P/P1Q3BK/2BR1n2 w - - 4 26,5rk1/1bp3pp/pp6/3p1p2/3P1q2/1PN1bN1P/P1Q3B1/2BR1n1K b - - 5 26,h2h1,-1.0,-0.94089,0.059109999999999996
767,5rk1/2p3p1/2p1p3/Q1PpP3/3P2p1/6P1/PP1R1P1r/1q1K1R2 w - - 9 36,5rk1/2p3p1/2p1p3/Q1PpP3/3P2p1/6P1/PP1RKP1r/1q3R2 b - - 10 36,d1e2,-1.0,-0.94091,0.059089999999999976
769,rr3kR1/2q2p1p/p1b1pP2/2b1pP2/1p2P3/3B3Q/PPP4P/1K1R4 b - - 2 27,rr4k1/2q2p1p/p1b1pP2/2b1pP2/1p2P3/3B3Q/PPP4P/1K1R4 w - - 0 28,f8g8,-1.0,-0.94093,0.059069999999999956
768,7k/5p1p/8/2p1P1Qp/3b1P1B/7P/6PK/6q1 w - - 8 38,7k/5p1p/8/2p1P1Qp/3b1P1B/6KP/6P1/6q1 b - - 9 38,h2g3,-1.0,-0.94094,0.05906
770,2Q1kr2/3rn2p/1P4p1/2p5/2B2P2/8/P2q2PP/4R1K1 b - - 6 34,2Qrkr2/4n2p/1P4p1/2p5/2B2P2/8/P2q2PP/4R1K1 w - - 7 35,d7d8,-1.0,-0.94094,0.05906
775,3rr3/p1p2p2/1bb2Pp1/2NpP3/2p2Rk1/2P1B2R/P1q3PP/6K1 b - - 5 30,3rr3/p1p2p2/1bb2Pp1/2NpP1k1/2p2R2/2P1B2R/P1q3PP/6K1 w - - 6 31,g4g5,-1.0,-0.94098,0.05901999999999996
771,4rr1k/1b1n2pR/pp2P3/3pq1Q1/P7/3B4/1PP3PP/6NK b - - 0 35,4rrk1/1b1n2pR/pp2P3/3pq1Q1/P7/3B4/1PP3PP/6NK w - - 1 36,h8g8,-1.0,-0.94098,0.05901999999999996
772,2kr3r/bP2qp2/p3b3/4p2p/8/PQ2Pp2/1P2BPPP/2RR2K1 b - - 0 23,1k1r3r/bP2qp2/p3b3/4p2p/8/PQ2Pp2/1P2BPPP/2RR2K1 w - - 1 24,c8b8,-1.0,-0.94098,0.05901999999999996
773,r6r/3Q3p/3p1pkP/2pP1P2/6p1/4PnK1/PP2qP2/R6R b - - 0 34,r6r/3Q3p/3p1p1P/2pP1Pk1/6p1/4PnK1/PP2qP2/R6R w - - 1 35,g6g5,-1.0,-0.94098,0.05901999999999996
778,r3r2k/pp1n2Bp/5P2/2Q5/3pb3/3q2P1/PP4BP/R4R1K b - - 4 24,r3r1k1/pp1n2Bp/5P2/2Q5/3pb3/3q2P1/PP4BP/R4R1K w - - 5 25,h8g8,-1.0,-0.94102,0.05898000000000003
774,r5k1/5ppp/r1bR4/4n1PN/1p2P3/1P4Q1/1BP4P/qK1R4 w - - 5 31,r5k1/5ppp/r1bR4/4n1PN/1p2P3/1P4Q1/2P4P/BK1R4 b - - 0 31,b2a1,-1.0,-0.94103,0.05896999999999997
776,8/5k2/6pK/3p1p2/3P1P1r/8/R7/8 w - - 0 48,8/5k2/6p1/3p1pK1/3P1P1r/8/R7/8 b - - 1 48,h6g5,-1.0,-0.94108,0.05891999999999997
781,1r4r1/p3p2R/4kb2/1p1Qp3/1qP5/6P1/P4PK1/3R4 b - - 5 35,1r4r1/p3p2R/5b2/1p1Qpk2/1qP5/6P1/P4PK1/3R4 w - - 6 36,e6f5,-1.0,-0.9411,0.05889999999999995
777,r1r2b2/5p2/1q2pBPk/4P3/1p5Q/1P6/1P4PP/1K1R4 b - - 2 31,r1r2b2/5p2/1q2pBk1/4P3/1p5Q/1P6/1P4PP/1K1R4 w - - 0 32,h6g6,-1.0,-0.94111,0.05889
779,4k1Q1/4q3/2Pp3p/1p1P4/pP3PB1/P6P/7K/2r5 b - - 14 61,4kqQ1/8/2Pp3p/1p1P4/pP3PB1/P6P/7K/2r5 w - - 15 62,e7f8,-1.0,-0.94112,0.05888000000000004
780,5rk1/1p6/1Pp2q1p/P2p3P/3Pp1pK/P3P1P1/8/2Q4R w - - 2 39,5rk1/1p6/1Pp2q1p/P2p3P/3Pp1K1/P3P1P1/8/2Q4R b - - 0 39,h4g4,-1.0,-0.94115,0.05884999999999996
783,5rk1/2R2p1p/1P4p1/8/3QB3/3P1KP1/3q2bP/8 w - - 10 35,5rk1/2R2p1p/1P4p1/8/3QB1K1/3P2P1/3q2bP/8 b - - 11 35,f3g4,-1.0,-0.94116,0.05884
782,4rk2/8/3p2QB/3bp3/7b/8/q5PP/2R4K b - - 1 35,4r3/4k3/3p2QB/3bp3/7b/8/q5PP/2R4K w - - 2 36,f8e7,-1.0,-0.94117,0.05883000000000005
784,6kQ/1p1nq3/3p4/bNnP2p1/p1PB1pP1/P4p2/1PB5/7K b - - 1 40,7Q/1p1nqk2/3p4/bNnP2p1/p1PB1pP1/P4p2/1PB5/7K w - - 2 41,g8f7,-1.0,-0.94118,0.05881999999999998
785,r2r4/1bp2pkR/p3pNp1/4P1P1/2p2Q2/2P5/qP3PP1/2K5 b - - 1 24,r2r1k2/1bp2p1R/p3pNp1/4P1P1/2p2Q2/2P5/qP3PP1/2K5 w - - 2 25,g7f8,-1.0,-0.94119,0.05881000000000003
787,4r3/1pqbpRQ1/1n1p4/3rk3/p3N1p1/3B3P/1PP2PP1/6K1 b - - 2 39,4r3/1pqbpRQ1/1n1pk3/3r4/p3N1p1/3B3P/1PP2PP1/6K1 w - - 3 40,e5e6,-1.0,-0.9412,0.05879999999999996
786,5k2/8/2b1pQ2/3p1p1B/1p3P2/1P5q/7P/7K b - - 7 50,6k1/8/2b1pQ2/3p1p1B/1p3P2/1P5q/7P/7K w - - 8 51,f8g8,-1.0,-0.94125,0.05874999999999997
788,2r3k1/1p4pp/1P1N4/2PP1p2/1P6/3n3q/R7/3Q2RK w - - 0 36,2r3k1/1p4pp/1P1N4/2PP1p2/1P6/3n3q/7R/3Q2RK b - - 1 36,a2h2,-1.0,-0.94127,0.05872999999999995
789,R3B3/1p3rp1/4p1k1/2PpPp2/2qP3b/2K1P1n1/1Q6/2B5 w - - 10 43,R3B3/1p3rp1/4p1k1/2PpPp2/2qP3b/4P1n1/1Q1K4/2B5 b - - 11 43,c3d2,-1.0,-0.94129,0.05871000000000004
791,3b4/p4Q2/6pk/1p2P3/2p1PP1p/P1P3q1/7K/2B5 w - - 13 60,3b4/p4Q2/6pk/1p2P3/2p1PP1p/P1P3q1/8/2B4K b - - 14 60,h2h1,-1.0,-0.94134,0.058660000000000045
790,6r1/p1pq1p1p/1p1p1Qnk/3P2P1/2n1P3/P1P5/4R3/6K1 b - - 0 30,6r1/p1pq1p1p/1p1p1Qn1/3P2Pk/2n1P3/P1P5/4R3/6K1 w - - 1 31,h6h5,-1.0,-0.94134,0.058660000000000045
792,r2qnr2/pp3Bbk/2npb3/2pN1pP1/4P3/8/PPP2P2/R1B1K1NR b KQ - 3 18,r2qnr2/pp3B1k/2npb2b/2pN1pP1/4P3/8/PPP2P2/R1B1K1NR w KQ - 4 19,g7h6,-1.0,-0.94135,0.05864999999999998
793,6Q1/ppk5/4p2p/1b1pn3/3p4/B1n5/P1P1qPPP/R4K1R w - - 0 22,6Q1/ppk5/4p2p/1b1pn3/3p4/B1n5/P1P1qPPP/R5KR b - - 1 22,f1g1,-1.0,-0.94136,0.058640000000000025
794,6k1/3N1pp1/Q7/3P3p/3p4/1P2b3/P4nPP/2r2B1K w - - 1 37,6k1/3N1pp1/Q7/3P3p/3p4/1P2b3/P4nPP/2r2BK1 b - - 2 37,h1g1,-1.0,-0.94137,0.05862999999999996
795,8/5Qp1/3q2kp/1p1B4/7P/6PK/8/4b3 b - - 11 60,8/5Qpk/3q3p/1p1B4/7P/6PK/8/4b3 w - - 12 61,g6h7,-1.0,-0.94139,0.05861000000000005
796,7r/1p3p2/pb3k2/3Pp3/P1B2n2/1N3P2/1P5K/4R1R1 w - - 1 29,7r/1p3p2/pb3k2/3Pp3/P1B2n2/1N3PK1/1P6/4R1R1 b - - 2 29,h2g3,-1.0,-0.9414,0.058599999999999985
798,r4rk1/1p2pp2/8/p2P1n1q/P1P2Bn1/2N3P1/4NbB1/R2QR1K1 w - - 0 27,r4rk1/1p2pp2/8/p2P1n1q/P1P2Bn1/2N3P1/4NbB1/R2QRK2 b - - 1 27,g1f1,-1.0,-0.94141,0.05859000000000003
797,5n2/1p1q1bRk/5B1p/3p1N2/r2PpP2/4P2P/7K/8 b - - 3 52,5n1k/1p1q1bR1/5B1p/3p1N2/r2PpP2/4P2P/7K/8 w - - 4 53,h7h8,-1.0,-0.94144,0.058559999999999945
799,8/r3p1Q1/1r6/2pP1k1R/8/2P3P1/q4PK1/8 b - - 14 38,8/r3p1Q1/1r6/2pP3R/4k3/2P3P1/q4PK1/8 w - - 15 39,f5e4,-1.0,-0.94144,0.058559999999999945
800,8/4r3/1r2p3/3p2p1/p2P1pP1/2P2P2/1P1R3k/5KR1 b - - 7 71,8/4r3/1r2p3/3p2p1/p2P1pP1/2P2P1k/1P1R4/5KR1 w - - 8 72,h2h3,-1.0,-0.94147,0.05852999999999997
801,8/3R3k/r3pKR1/4P2r/8/8/8/8 b - - 1 54,7k/3R4/r3pKR1/4P2r/8/8/8/8 w - - 2 55,h7h8,-1.0,-0.94148,0.058520000000000016
802,5Q1k/p6q/bp1N4/b1r5/4Pp2/2nP4/5PP1/R2R2K1 b - - 2 48,5Qqk/p7/bp1N4/b1r5/4Pp2/2nP4/5PP1/R2R2K1 w - - 3 49,h7g8,-1.0,-0.94148,0.058520000000000016
803,8/8/2p3p1/2Pb4/3Pp1Q1/1P2P3/P4rkp/4K3 b - - 1 50,8/8/2p3p1/2Pb4/3Pp1Q1/1P2P3/P4r1p/4K2k w - - 2 51,g2h1,-1.0,-0.94149,0.05850999999999995
804,5k2/p3qp2/5bp1/8/P1Q5/1B6/KPP1R1PP/r7 w - - 1 36,5k2/p3qp2/5bp1/8/P1Q5/1B6/1PP1R1PP/K7 b - - 0 36,a2a1,-1.0,-0.94151,0.05849000000000004
805,8/1p3p2/p2p1k2/3P1qp1/P5K1/6Q1/2P3B1/8 w - - 0 41,8/1p3p2/p2p1k2/3P1qpK/P7/6Q1/2P3B1/8 b - - 1 41,g4h5,-1.0,-0.94154,0.058459999999999956
806,8/1p3p2/p2p1k2/3P1qp1/P5K1/6Q1/2P3B1/8 w - - 0 40,8/1p3p2/p2p1k2/3P1qpK/P7/6Q1/2P3B1/8 b - - 1 40,g4h5,-1.0,-0.94154,0.058459999999999956
807,1r1q1n2/4pQkr/p2pP3/2pP2P1/8/3P4/PP5R/6KB b - - 2 39,1r1q1n1k/4pQ1r/p2pP3/2pP2P1/8/3P4/PP5R/6KB w - - 3 40,g7h8,-1.0,-0.94155,0.05845
811,5k2/4R3/3N1pN1/2Pp3p/3P2bP/p5P1/1q3PK1/8 b - - 9 49,6k1/4R3/3N1pN1/2Pp3p/3P2bP/p5P1/1q3PK1/8 w - - 10 50,f8g8,-1.0,-0.94156,0.05844000000000005
808,2r4r/1p6/3Nk1n1/3pPQ2/3q4/P5P1/7R/7K b - - 3 40,2r4r/1p2k3/3N2n1/3pPQ2/3q4/P5P1/7R/7K w - - 4 41,e6e7,-1.0,-0.9416,0.05840000000000001
812,6k1/7p/2Qp2p1/1N1Pp3/4n3/8/5KPP/3q4 w - - 0 42,6k1/7p/2Qp2p1/1N1Pp3/4n3/4K3/6PP/3q4 b - - 1 42,f2e3,-1.0,-0.94164,0.05835999999999997
809,r6k/pp1bQBBp/8/2p2p2/1n1Pn3/6P1/PPPR4/2KN3q b - - 0 23,r7/pp1bQBkp/8/2p2p2/1n1Pn3/6P1/PPPR4/2KN3q w - - 0 24,h8g7,-1.0,-0.94164,0.05835999999999997
810,4r1k1/1b4p1/3ppR2/7N/4P3/2rn3B/1pN3QP/qK1R4 w - - 4 34,4r1k1/1b4p1/3ppR2/7N/4P3/2rn3B/1p4QP/NK1R4 b - - 0 34,c2a1,-1.0,-0.94165,0.05835000000000001
813,1r4k1/5p1p/2p2Qp1/p2p3r/P7/2P3P1/1PBR1P1q/1R4K1 w - - 0 35,1r4k1/5p1p/2p2Qp1/p2p3r/P7/2P3P1/1PBR1P1q/1R3K2 b - - 1 35,g1f1,-1.0,-0.94169,0.05830999999999997
