,parent_fen,child_fen,move,parent_score,child_score,difference
923,3R2k1/1qr4p/p5p1/4Q3/1pP5/8/6PP/7K b - - 8 47,3R4/1qr2k1p/p5p1/4Q3/1pP5/8/6PP/7K w - - 9 48,g8f7,-1.0,-0.94307,0.056930000000000036
921,5RB1/p6k/7p/8/4r3/P3q2p/1PP5/1K4R1 b - - 5 36,5RBk/p7/7p/8/4r3/P3q2p/1PP5/1K4R1 w - - 6 37,h7h8,-1.0,-0.94309,0.056910000000000016
922,3r3r/3pnp2/7p/3q4/2kp2p1/1Q2b1P1/P5PP/1R3R1K b - - 3 32,3r3r/3pnp2/7p/2kq4/3p2p1/1Q2b1P1/P5PP/1R3R1K w - - 4 33,c4c5,-1.0,-0.94312,0.05688000000000004
924,7r/pQ5p/5pnk/3p1p2/3P4/2N1q3/P3PnBP/R1R4K w - - 6 25,7r/pQ5p/5pnk/3p1p2/3P4/2N1q3/P3PnBP/R1R3K1 b - - 7 25,h1g1,-1.0,-0.94313,0.056869999999999976
925,4R3/p5Rk/1p4p1/r4qP1/2bp1B2/4Q3/3p1P1K/8 b - - 0 49,4R3/p5k1/1p4p1/r4qP1/2bp1B2/4Q3/3p1P1K/8 w - - 0 50,h7g7,-1.0,-0.94313,0.056869999999999976
926,2R5/k7/5Q2/8/r7/1q3P2/1N4P1/1K1r4 w - - 8 64,8/k7/5Q2/8/r7/1q3P2/1N4P1/1KRr4 b - - 9 64,c8c1,-1.0,-0.94316,0.05684
927,6Rk/p1Q4p/1p2ppp1/3b4/5PN1/P7/1P3K1P/3q4 b - - 0 37,6k1/p1Q4p/1p2ppp1/3b4/5PN1/P7/1P3K1P/3q4 w - - 0 38,h8g8,-1.0,-0.94317,0.05683000000000005
928,6k1/5Q1p/2P1n1p1/1p6/p2rq3/B5PK/5R1P/8 b - - 7 43,7k/5Q1p/2P1n1p1/1p6/p2rq3/B5PK/5R1P/8 w - - 8 44,g8h8,-1.0,-0.94318,0.05681999999999998
929,4rnk1/p4ppp/2p4r/3p1Q1n/N2P4/4P3/P3NPP1/1R2R1Kq w - - 1 22,4rnk1/p4ppp/2p4r/3p1Q1n/N2P4/4P3/P3NPP1/1R2R2K b - - 0 22,g1h1,-1.0,-0.94318,0.05681999999999998
930,r1kr4/1RpqN1p1/3bQp2/4p2p/4P3/3P3P/2P2PP1/1R5K b - - 6 29,r1kr4/1Rpqb1p1/4Qp2/4p2p/4P3/3P3P/2P2PP1/1R5K w - - 0 30,d6e7,-1.0,-0.9432,0.05679999999999996
931,5k1r/1p6/4Q3/3p1PPp/1q4b1/p7/PbB3P1/2K1R3 w - - 2 35,5k1r/1p6/4Q3/3p1PPp/1q4b1/p7/PbB3P1/1K2R3 b - - 3 35,c1b1,-1.0,-0.9432,0.05679999999999996
932,5k2/pp3p2/2p3n1/2p2Q2/2B3P1/3P2rq/PPP5/5RK1 w - - 7 33,5k2/pp3p2/2p3n1/2p2Q2/2B3P1/3P2rq/PPP2K2/5R2 b - - 8 33,g1f2,-1.0,-0.94321,0.05679000000000001
934,2b3r1/2Nkbp1p/1N1p4/4p2q/1PQnp3/6P1/P4P1P/R1R3K1 b - - 1 21,2bk2r1/2N1bp1p/1N1p4/4p2q/1PQnp3/6P1/P4P1P/R1R3K1 w - - 2 22,d7d8,-1.0,-0.94324,0.05676000000000003
935,r2qrk2/pp1n1p2/2b1p1RQ/4P3/2pP1P2/8/2B3PP/1N4K1 b - - 2 24,r2qr3/pp1nkp2/2b1p1RQ/4P3/2pP1P2/8/2B3PP/1N4K1 w - - 3 25,f8e7,-1.0,-0.94326,0.05674000000000001
936,1k1r2r1/ppp2p2/8/8/2B1n3/PP1RP1n1/1B4Pq/3RQ1K1 w - - 0 31,1k1r2r1/ppp2p2/8/8/2B1n3/PP1RP1n1/1B4PK/3RQ3 b - - 0 31,g1h2,-1.0,-0.94328,0.05671999999999999
937,7k/6p1/3RP3/7R/5P1P/1P1pn3/PP5K/2r2q2 b - - 1 50,6k1/6p1/3RP3/7R/5P1P/1P1pn3/PP5K/2r2q2 w - - 2 51,h8g8,-1.0,-0.94328,0.05671999999999999
938,r1b1q2r/ppkp1Npp/2nQ4/8/3P4/2P5/PP1N1PP1/2K5 b - - 1 22,r1b1q2r/pp1p1Npp/1knQ4/8/3P4/2P5/PP1N1PP1/2K5 w - - 2 23,c7b6,-1.0,-0.9433,0.05669999999999997
939,3rrb2/1pq2kp1/p2p1NP1/2pP4/8/2P3RP/PP4P1/5RK1 b - - 0 36,3rrb2/1pq1k1p1/p2p1NP1/2pP4/8/2P3RP/PP4P1/5RK1 w - - 1 37,f7e7,-1.0,-0.9433,0.05669999999999997
940,r2r3k/1q4p1/ppb3p1/2bNp3/P1Q5/1N5R/1P4BP/n6K b - - 1 33,r2r2k1/1q4p1/ppb3p1/2bNp3/P1Q5/1N5R/1P4BP/n6K w - - 2 34,h8g8,-1.0,-0.94331,0.05669000000000002
942,6rk/6rp/3N1p2/3Q1P2/1B3q2/P5P1/5n1P/6RK w - - 1 41,6rk/6rp/3N1p2/3Q1P2/1B3q2/P5P1/5nKP/6R1 b - - 2 41,h1g2,-1.0,-0.94332,0.05667999999999995
945,8/1p3Pk1/p2Q4/q2Pp3/4P3/1K6/PP6/3b4 w - - 7 42,8/1p3Pk1/p2Q4/q2Pp3/2K1P3/8/PP6/3b4 b - - 8 42,b3c4,-1.0,-0.94335,0.05664999999999998
941,r6r/pbppk3/1p2pqQ1/6B1/2P5/8/PP2nPPP/R4RK1 w - - 2 18,r6r/pbppk3/1p2pqQ1/6B1/2P5/8/PP2nPPP/R4R1K b - - 3 18,g1h1,-1.0,-0.94335,0.05664999999999998
943,6k1/2r2NpQ/pn3q2/1p4Nb/1b6/1P5P/P4PP1/R5K1 b - - 1 31,5k2/2r2NpQ/pn3q2/1p4Nb/1b6/1P5P/P4PP1/R5K1 w - - 2 32,g8f8,-1.0,-0.94337,0.05662999999999996
948,r4rk1/1p4bp/3B2p1/P2Pp3/4N2q/2N4n/P4PbP/RQ2R2K w - - 0 23,r4rk1/1p4bp/3B2p1/P2Pp3/4N2q/2N4n/P4PKP/RQ2R3 b - - 0 23,h1g2,-1.0,-0.94339,0.05661000000000005
944,8/6kp/1p4p1/2p2p2/8/PPRnr1K1/3R2PP/8 w - - 0 34,8/6kp/1p4p1/2p2p2/7K/PPRnr3/3R2PP/8 b - - 1 34,g3h4,-1.0,-0.94339,0.05661000000000005
946,7Q/8/6pk/q2p3p/8/6PP/5P1K/8 b - - 1 59,7Q/8/6p1/q2p2kp/8/6PP/5P1K/8 w - - 2 60,h6g5,-1.0,-0.9434,0.056599999999999984
947,2Rr4/kp1P1p2/1N4pp/3N4/1P6/K2n2P1/1q5P/8 w - - 4 42,2Rr4/kp1P1p2/1N4pp/3N4/KP6/3n2P1/1q5P/8 b - - 5 42,a3a4,-1.0,-0.94341,0.05659000000000003
949,2kr4/5p2/B1p1p3/4P3/5q2/PR6/7r/1K1R4 b - - 1 30,3r4/2k2p2/B1p1p3/4P3/5q2/PR6/7r/1K1R4 w - - 2 31,c8c7,-1.0,-0.94345,0.05654999999999999
950,4r3/1ppR3p/2p1bkp1/2P1N1P1/r4P2/p5K1/7P/4R3 b - - 0 29,4r3/1ppR3p/2p1b1p1/2P1NkP1/r4P2/p5K1/7P/4R3 w - - 1 30,f6f5,-1.0,-0.94345,0.05654999999999999
953,4r1k1/6RR/4P3/5Ppp/8/1p2K3/1p3P1P/1rn5 b - - 7 45,4rk2/6RR/4P3/5Ppp/8/1p2K3/1p3P1P/1rn5 w - - 8 46,g8f8,-1.0,-0.94345,0.05654999999999999
951,5N2/6pQ/5p1k/7p/3P4/1p5P/2rnqPP1/2R3K1 b - - 3 44,5N2/6pQ/5p2/6kp/3P4/1p5P/2rnqPP1/2R3K1 w - - 4 45,h6g5,-1.0,-0.94346,0.056540000000000035
956,2rq2k1/p2b1p1Q/3ppbp1/4P1B1/6P1/5P2/PPr5/1K1R3R b - - 1 25,2rq1k2/p2b1p1Q/3ppbp1/4P1B1/6P1/5P2/PPr5/1K1R3R w - - 2 26,g8f8,-1.0,-0.94352,0.056479999999999975
952,6k1/5p2/3p1Rp1/p2P4/1p3Q1P/1P3R2/P1r3PK/q6r w - - 2 41,6k1/5p2/3p1Rp1/p2P4/1p3Q1P/1P3RK1/P1r3P1/q6r b - - 3 41,h2g3,-1.0,-0.94352,0.056479999999999975
954,8/4Q1nk/7r/pB3p2/Pp1q4/3P2p1/1P2nPP1/5RK1 w - - 4 39,8/6nk/7r/pB3p2/Pp1q4/3P2p1/1P2QPP1/5RK1 b - - 0 39,e7e2,-1.0,-0.94352,0.056479999999999975
955,2k5/p2RKp2/1p1N4/1P4pp/5n2/2P5/5Pr1/8 b - - 1 42,1k6/p2RKp2/1p1N4/1P4pp/5n2/2P5/5Pr1/8 w - - 2 43,c8b8,-1.0,-0.94352,0.056479999999999975
957,5r1k/2q2p1p/p2p1Qp1/4pP2/4b3/1B6/PPP4P/2K3R1 b - - 0 27,5rk1/2q2p1p/p2p1Qp1/4pP2/4b3/1B6/PPP4P/2K3R1 w - - 1 28,h8g8,-1.0,-0.94353,0.05647000000000002
959,7r/pp4p1/k1pB1b1p/7P/2P5/Q7/PP4q1/1K1R4 b - - 7 30,7r/pp4p1/1kpB1b1p/7P/2P5/Q7/PP4q1/1K1R4 w - - 8 31,a6b6,-1.0,-0.94354,0.056459999999999955
958,8/1b5k/p1p3pp/Q2N4/2PB2n1/1P2p3/P3NqPP/6K1 w - - 4 36,8/1b5k/p1p3pp/Q2N4/2PB2n1/1P2p3/P3NqPP/7K b - - 5 36,g1h1,-1.0,-0.94355,0.05645
962,r4r2/p4q2/1pp2Bk1/3p1pQ1/3P4/2P5/PP5P/5RK1 b - - 4 28,r4r2/p4q1k/1pp2B2/3p1pQ1/3P4/2P5/PP5P/5RK1 w - - 5 29,g6h7,-1.0,-0.94356,0.056440000000000046
960,8/7k/Q5p1/3p1qK1/p7/6B1/8/8 w - - 2 49,8/7k/Q5p1/3p1q2/p6K/6B1/8/8 b - - 3 49,g5h4,-1.0,-0.94357,0.05642999999999998
964,5R1k/p1p3r1/1pPr4/6b1/6Q1/4q2p/PP6/KB6 b - - 3 38,5Rrk/p1p5/1pPr4/6b1/6Q1/4q2p/PP6/KB6 w - - 4 39,g7g8,-1.0,-0.94358,0.056420000000000026
961,r4rk1/p5Rp/5p2/2p1B1R1/3p4/P5P1/2q1P1BP/5nK1 b - - 0 21,r4r1k/p5Rp/5p2/2p1B1R1/3p4/P5P1/2q1P1BP/5nK1 w - - 1 22,g8h8,-1.0,-0.9436,0.056400000000000006
963,5rk1/2pP2bp/2B2n2/2pN2Q1/4p3/2Pb2P1/P1qK3P/4R2R w - - 3 30,5rk1/2pP2bp/2B2n2/2pN2Q1/4p3/2PbK1P1/P1q4P/4R2R b - - 4 30,d2e3,-1.0,-0.94361,0.05639000000000005
965,6k1/pq3ppp/4p3/1p5r/1P6/P5PK/1B2Pb1P/2QR4 w - - 4 26,6k1/pq3ppp/4p3/1p5r/1P4K1/P5P1/1B2Pb1P/2QR4 b - - 5 26,h3g4,-1.0,-0.94362,0.056379999999999986
966,1r2q2Q/1R6/3p1kp1/1ppBp1b1/p3Pp2/2PP4/PP3P2/5K2 b - - 7 41,1r5q/1R6/3p1kp1/1ppBp1b1/p3Pp2/2PP4/PP3P2/5K2 w - - 0 42,e8h8,-1.0,-0.94364,0.056359999999999966
972,5R2/1p5p/4pR1k/r3P1p1/2p3PP/pnP1K3/8/8 b - - 1 33,5R2/1p4kp/4pR2/r3P1p1/2p3PP/pnP1K3/8/8 w - - 2 34,h6g7,-1.0,-0.94368,0.05632000000000004
968,r3rnk1/6R1/pp1p1B2/3Pp3/2P2p1q/8/PP5P/1BR3K1 b - - 0 33,r3rn1k/6R1/pp1p1B2/3Pp3/2P2p1q/8/PP5P/1BR3K1 w - - 1 34,g8h8,-1.0,-0.9437,0.05630000000000002
967,6kR/pp6/2p2PP1/3pB3/2nP4/2P5/P1P1K3/6r1 b - - 10 41,7k/pp6/2p2PP1/3pB3/2nP4/2P5/P1P1K3/6r1 w - - 0 42,g8h8,-1.0,-0.94372,0.05628
969,6rk/1Np3r1/1PPp4/3Pp2p/4Pp1q/R4Pp1/5nQ1/4BR1K w - - 6 43,6rk/1Np3r1/1PPp4/3Pp2p/4Pp1q/R4Pp1/5nQ1/4BRK1 b - - 7 43,h1g1,-1.0,-0.94374,0.05625999999999998
970,6r1/1p6/p1kP4/4P3/P7/2P2P1b/1P3P1P/R4RK1 w - - 1 34,6r1/1p6/p1kP4/4P3/P7/2P2P1b/1P3P1P/R4R1K b - - 2 34,g1h1,-1.0,-0.94375,0.05625000000000002
973,6rk/pp5R/8/P1p5/2P1NPn1/4q3/1PQ3B1/7K b - - 0 34,6r1/pp5k/8/P1p5/2P1NPn1/4q3/1PQ3B1/7K w - - 0 35,h8h7,-1.0,-0.94377,0.05623
971,8/pp3pk1/2p5/2P5/1P1p1q2/P2B2pr/4QbP1/5R1K w - - 0 45,8/pp3pk1/2p5/2P5/1P1p1q2/P2B2pP/4Qb2/5R1K b - - 0 45,g2h3,-1.0,-0.94377,0.05623
974,8/5p1p/3p1Qpk/p2P3q/1bR1P1K1/3B1PP1/P7/8 w - - 3 39,8/5p1p/3p1Qpk/p2P3q/1bR1PK2/3B1PP1/P7/8 b - - 4 39,g4f4,-1.0,-0.94378,0.05622000000000005
977,rb2k3/p2b4/1pp1p2P/3p1p2/Q1PP4/2N1P1n1/PP1B1qN1/R2R3K w q - 5 25,rb2k3/p2b4/1pp1p2P/3p1p2/Q1PP4/2N1P1n1/PP1B1qNK/R2R4 b q - 6 25,h1h2,-1.0,-0.9438,0.05620000000000003
975,1k5r/pp3p2/4P2p/6p1/2Q3n1/4B2q/PP1R1P1b/2R3K1 w - - 7 25,1k5r/pp3p2/4P2p/6p1/2Q3n1/4B2q/PP1R1P1b/2R4K b - - 8 25,g1h1,-1.0,-0.94381,0.05618999999999996
978,1k1r4/pp3p1p/5B2/2Q5/1PB5/P3P3/3q2bb/R2N2K1 w - - 0 31,1k1r4/pp3p1p/5B2/2Q5/1PB5/P3P3/3q2bK/R2N4 b - - 0 31,g1h2,-1.0,-0.94382,0.05618000000000001
976,8/ppp4k/3p3p/5R1Q/3B2r1/2P5/P5nP/4q1K1 w - - 1 31,8/ppp4k/3p3p/7Q/3B2r1/2P5/P5nP/4qRK1 b - - 2 31,f5f1,-1.0,-0.94383,0.05617000000000005
980,3R2B1/7k/5K1p/5P1P/pr6/6b1/P7/8 b - - 4 45,3R2Bk/8/5K1p/5P1P/pr6/6b1/P7/8 w - - 5 46,h7h8,-1.0,-0.94383,0.05617000000000005
979,8/4n3/3p1r1k/5pR1/1p1p1N2/pP1P2K1/P1P4R/4r3 b - - 9 41,8/4n3/3p1r2/5pk1/1p1p1N2/pP1P2K1/P1P4R/4r3 w - - 0 42,h6g5,-1.0,-0.94384,0.05615999999999999
981,5R2/pp1rq1kp/6rP/5Q2/6R1/4p1P1/PPPp4/3K4 b - - 0 34,5R2/pp1rq2p/6rk/5Q2/6R1/4p1P1/PPPp4/3K4 w - - 0 35,g7h6,-1.0,-0.94385,0.05615000000000003
984,1r5k/7R/p2p4/P5q1/1P2B3/5Pb1/2Q3K1/8 b - - 0 44,1r4k1/7R/p2p4/P5q1/1P2B3/5Pb1/2Q3K1/8 w - - 1 45,h8g8,-1.0,-0.94387,0.05613000000000001
982,2rrk3/Q3Rpp1/2n1b2p/1BB1q3/3P4/8/P4PPP/6K1 b - - 1 31,2rr1k2/Q3Rpp1/2n1b2p/1BB1q3/3P4/8/P4PPP/6K1 w - - 2 32,e8f8,-1.0,-0.94387,0.05613000000000001
986,5rk1/pp2r2p/2pn2p1/3pP1b1/3P4/2NB1qPn/PPQ2BKP/4RR2 w - - 5 27,5rk1/pp2r2p/2pn2p1/3pP1b1/3P4/2NB1qPK/PPQ2B1P/4RR2 b - - 0 27,g2h3,-1.0,-0.94388,0.05611999999999995
983,2r4k/R1N3pp/4p3/8/3q4/1Q6/1P3nPP/2R4K w - - 2 27,2r4k/R1N3pp/4p3/8/3q4/1Q6/1P3nPP/2R3K1 b - - 3 27,h1g1,-1.0,-0.94389,0.05610999999999999
985,3r2k1/5Qp1/1p2p1Pp/1P1pP3/2nP3K/r2B1R2/5PR1/3q4 b - - 7 58,3r3k/5Qp1/1p2p1Pp/1P1pP3/2nP3K/r2B1R2/5PR1/3q4 w - - 8 59,g8h8,-1.0,-0.94392,0.05608000000000002
675,6rr/8/p3p1p1/7k/1p2pQP1/8/PqP4P/5R1K b - - 0 34,6rr/8/p3p1p1/8/1p2pQPk/8/PqP4P/5R1K w - - 1 35,h5h4,-1.0,-0.94393,0.05606999999999995
988,8/8/pR6/8/P1k5/2bp4/8/r1KB4 w - - 1 68,8/8/p7/8/P1k5/2bp4/8/rRKB4 b - - 2 68,b6b1,-1.0,-0.94394,0.05606
987,7r/8/1k1p4/p1pPp3/PpP2p2/1P3Pb1/3QRN1r/7K w - - 0 56,7r/8/1k1p4/p1pPp3/PpP2p2/1P3Pb1/3QRN1r/6K1 b - - 1 56,h1g1,-1.0,-0.94397,0.056030000000000024
990,8/5pbk/2Q1b1p1/7p/8/5NP1/q6P/1K2BR2 w - - 0 39,8/5pbk/2Q1b1p1/7p/8/5NP1/q6P/2K1BR2 b - - 1 39,b1c1,-1.0,-0.94399,0.056010000000000004
989,2R3k1/8/3pN2p/3PbB1P/1r3pP1/5P2/6KR/q7 b - - 1 55,2R5/5k2/3pN2p/3PbB1P/1r3pP1/5P2/6KR/q7 w - - 2 56,g8f7,-1.0,-0.94404,0.05596000000000001
992,2r3k1/5ppp/b2QNn2/p1Bp4/3Pp3/2P1P3/P2KqPPP/RR6 w - - 1 20,2r3k1/5ppp/b2QNn2/p1Bp4/3Pp3/2P1P3/P3qPPP/RRK5 b - - 2 20,d2c1,-1.0,-0.94405,0.055950000000000055
991,8/6k1/5p2/p3p1pQ/P1B1Pq2/1P4KP/4R3/7r w - - 2 51,8/6k1/5p2/p3p1pQ/P1B1Pq2/1P5P/4R1K1/7r b - - 3 51,g3g2,-1.0,-0.94406,0.05593999999999999
997,5rk1/r1q2p1p/p3p3/1bPp2Q1/6p1/3BP3/P4PPP/1R4K1 b - - 1 31,5r1k/r1q2p1p/p3p3/1bPp2Q1/6p1/3BP3/P4PPP/1R4K1 w - - 2 32,g8h8,-1.0,-0.94406,0.05593999999999999
993,7Q/p3k3/8/3n1p2/2B3q1/3P2PK/P6P/8 w - - 7 54,7Q/p3k3/8/3n1p2/2B3q1/3P2P1/P5KP/8 b - - 8 54,h3g2,-1.0,-0.94407,0.055930000000000035
994,5k2/p5bQ/5p2/1pp5/3p1B2/3Br1R1/P5PP/2q2K2 w - - 2 37,5k2/p5bQ/5p2/1pp5/3p1B2/3Br1R1/P4KPP/2q5 b - - 3 37,f1f2,-1.0,-0.94407,0.055930000000000035
995,7Q/8/6b1/4B1P1/4p3/3k4/2q5/1K6 w - - 9 71,7Q/8/6b1/4B1P1/4p3/3k4/2q5/K7 b - - 10 71,b1a1,-1.0,-0.94408,0.05591999999999997
996,3r2b1/6Q1/p1qrkpBp/1p1p1P2/3R3P/2P5/PP4K1/8 b - - 0 49,3r2b1/6Q1/p1qr1pBp/1p1pkP2/3R3P/2P5/PP4K1/8 w - - 1 50,e6e5,-1.0,-0.94408,0.05591999999999997
999,1r4Rk/p6p/4Pp1B/4q2n/6Qp/7P/PP4P1/3R3K b - - 0 32,6rk/p6p/4Pp1B/4q2n/6Qp/7P/PP4P1/3R3K w - - 0 33,b8g8,-1.0,-0.9441,0.05589999999999995
998,8/1r1q1pRk/3prP1b/p3p3/1n2P3/1b5R/1PP3PP/6K1 b - - 1 35,7k/1r1q1pR1/3prP1b/p3p3/1n2P3/1b5R/1PP3PP/6K1 w - - 2 36,h7h8,-1.0,-0.94411,0.055889999999999995
